id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
449880,11405712,2014,01/01/2014,10.0,RENT,Low,50000,3000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,19.37,3285.431488,3000.0,0.0,102.51,leinster
449884,11425652,2014,01/01/2014,1.0,RENT,Low,67500,24000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,23.5,26445.43,24000.0,0.0,747.88,cannught
449885,11405709,2014,01/01/2014,4.0,MORTGAGE,Low,49000,18000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,12.85,B,28.85,4236.4,2981.57,0.0,605.2,cannught
449888,11435575,2014,01/01/2014,10.0,RENT,Low,45000,2000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.48,E,2.35,1744.55,1127.43,0.0,75.85,Northern-Irl
449889,11445621,2014,01/01/2014,3.0,MORTGAGE,Low,84000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,20.96,9370.2,7099.35,0.0,407.4,leinster
449890,11375637,2014,01/01/2014,10.0,RENT,Low,49446,3500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,5.95,2733.09,2070.78,0.0,118.83,ulster
449892,11405625,2014,01/01/2014,0.5,RENT,Low,55000,19750, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,28.04,15520.86,11653.08,0.0,674.82,cannught
449893,11405599,2014,01/01/2014,3.0,MORTGAGE,Low,64800,4200, 36 months,INDIVIDUAL,other,High,Good Loan,21.48,E,27.41,3663.44,2367.46,0.0,159.28,leinster
449895,11395574,2014,01/01/2014,10.0,MORTGAGE,Medium,125000,25000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,25.64,19521.25,14790.32,0.0,848.75,cannught
449897,11415527,2014,01/01/2014,6.0,OWN,Low,22000,7000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,15.06,5501.14,4130.29,0.0,239.18,munster
449899,11405656,2014,01/01/2014,3.0,MORTGAGE,Medium,152756,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,23.4,E,26.31,22878.79,8954.05,0.0,994.73,ulster
449901,11385632,2014,01/01/2014,6.05,RENT,Low,21948,5500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,9.95,4201.18,3283.81,0.0,182.66,leinster
449902,11424747,2014,01/01/2014,8.0,RENT,Low,45000,8400, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,6.08,9247.496535,8400.0,0.0,285.18,ulster
449903,11405651,2014,01/01/2014,10.0,MORTGAGE,Medium,121000,25000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,20.04,27490.27,25000.0,0.0,782.26,Northern-Irl
449904,11365724,2014,01/01/2014,2.0,MORTGAGE,Low,56000,11500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.85,B,17.47,13571.94,11500.0,0.0,386.66,leinster
449905,11425711,2014,01/01/2014,1.0,MORTGAGE,Low,56000,7200, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,10.99,B,12.58,8006.36,7200.0,0.0,235.69,ulster
449907,11405661,2014,01/01/2014,3.0,RENT,Medium,115000,24000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.9,A,12.15,17527.84,14588.89,0.0,762.08,Northern-Irl
449909,11445680,2014,01/01/2014,7.0,MORTGAGE,Low,45000,9000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,14.97,9743.6,9000.0,0.0,289.02,cannught
449915,11455496,2014,01/01/2014,10.0,MORTGAGE,Low,80000,18000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.98,C,26.78,9844.69,5378.55,0.0,428.03,cannught
449917,11395542,2014,01/01/2014,10.0,OWN,Low,60000,20000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,18.49,22696.59,20000.0,0.0,482.23,leinster
449918,11405528,2014,01/01/2014,3.0,RENT,Low,59700,21475, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,23.7,F,33.03,4912.48,1628.71,0.0,614.06,munster
449921,11375628,2014,01/01/2014,5.0,RENT,Low,72000,8325, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,11.68,9487.3,8325.0,0.0,284.45,ulster
449922,11405664,2014,01/01/2014,2.0,OWN,Low,42000,4000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.62,A,25.11,2824.86,2463.53,0.0,122.82,Northern-Irl
449923,11395562,2014,01/01/2014,4.0,OWN,Medium,130000,25000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,11.2,29556.05,25000.0,0.0,860.16,cannught
449924,11425719,2014,01/01/2014,10.0,MORTGAGE,Low,62000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,13.3,11473.24,10000.0,0.0,344.07,leinster
449925,11355607,2014,01/01/2014,0.5,RENT,Low,45000,16000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,17.57,D,29.52,4536.8,1047.51,2121.38,402.57,ulster
449926,11405682,2014,01/01/2014,10.0,MORTGAGE,Low,90000,20000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.9,A,23.51,22373.39,20000.0,0.0,635.07,leinster
449930,11375626,2014,01/01/2014,6.0,OWN,Low,43000,15475, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,24.99,F,19.48,14149.83,8531.53,0.0,615.21,cannught
449934,11455587,2014,01/01/2014,6.0,MORTGAGE,Medium,102000,18000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.97,D,17.24,20033.24,18000.0,0.0,476.59,leinster
449935,11385707,2014,01/01/2014,2.0,RENT,Low,32615,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.22,D,23.63,5905.41,5000.0,0.0,183.84,leinster
449936,11405659,2014,01/01/2014,10.0,MORTGAGE,Medium,130000,21000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,12.16,22538.35,21000.0,0.0,639.15,munster
449937,11425696,2014,01/01/2014,10.0,RENT,Low,45000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,21.09,8285.74,8000.0,0.0,249.3,leinster
449938,11255617,2014,01/01/2014,4.0,MORTGAGE,Low,95000,28000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,17.6,20067.96,17145.89,0.0,872.52,cannught
449939,11265290,2014,01/01/2014,0.5,RENT,Low,40000,11975, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,25.83,G,15.78,3885.37,305.21,2813.35,357.34,ulster
449940,11304807,2014,01/01/2014,10.0,RENT,Low,60000,25150, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.22,D,24.87,15075.58,6959.05,0.0,655.46,ulster
449941,10994855,2014,01/01/2014,10.0,MORTGAGE,Low,90500,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.98,C,19.1,8204.1,4482.35,0.0,356.7,Northern-Irl
449945,9715387,2014,01/01/2014,10.0,MORTGAGE,Low,96000,3200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,2.93,3460.399323,3200.0,0.0,106.28,Northern-Irl
449946,10102924,2014,01/01/2014,8.0,MORTGAGE,Low,72000,21725, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,19.22,D,19.1,13175.56,6458.28,2791.42,798.78,Northern-Irl
449949,11305322,2014,01/01/2014,4.0,MORTGAGE,Medium,110000,6000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.47,C,13.26,4748.12,3529.86,0.0,206.44,leinster
449950,11054906,2014,01/01/2014,3.0,OWN,Low,67500,9575, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,29.46,7072.04,5794.55,0.0,307.48,munster
449951,10645460,2014,01/01/2014,0.5,RENT,Medium,125000,8050, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.4,E,7.81,9999.18,8050.0,0.0,309.11,ulster
449952,10080237,2014,01/01/2014,6.0,MORTGAGE,Low,67729,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,17.13,17925.31,15000.0,0.0,377.41,leinster
449954,10566863,2014,01/01/2014,10.0,MORTGAGE,Medium,147000,35000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,14.98,C,10.99,19142.67,10458.55,0.0,832.29,cannught
449956,10079379,2014,01/01/2014,2.0,MORTGAGE,Low,27500,12350, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.85,B,28.08,9550.29,7335.92,0.0,415.23,ulster
449957,10727100,2014,01/01/2014,6.05,MORTGAGE,Low,34000,12175, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,13.53,B,28.49,9506.82,7202.85,0.0,413.34,ulster
449959,10626189,2014,01/01/2014,4.0,OWN,Low,28500,10200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,28.59,12115.03,10200.0,0.0,356.65,munster
449960,11316420,2014,01/01/2014,10.0,RENT,Low,28000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,25.03,4959.49,3464.55,0.0,215.63,Northern-Irl
449961,11315567,2014,01/01/2014,6.0,RENT,Low,65000,12325, 36 months,INDIVIDUAL,major_purchase,High,Good Loan,15.61,C,27.25,9911.85,7201.61,0.0,430.95,leinster
449963,11215630,2014,01/01/2014,10.0,MORTGAGE,Low,45000,18900, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.98,C,18.64,15064.77,11084.98,0.0,654.99,leinster
449965,10515276,2014,01/01/2014,10.0,OWN,Low,75000,24000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,12.62,17272.31,14673.0,0.0,750.97,munster
449967,10224880,2014,01/01/2014,6.05,RENT,Low,54000,25825, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,25.24,19074.13,15628.57,0.0,829.31,munster
449970,11255823,2014,01/01/2014,10.0,MORTGAGE,Low,40000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.4,E,28.68,15893.81,12000.0,0.0,334.17,leinster
449973,6581082,2014,01/01/2014,7.0,RENT,Low,43000,8000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,21.45,5757.59,4891.17,0.0,250.33,ulster
449977,11385577,2014,01/01/2014,3.0,MORTGAGE,Low,40000,5000, 36 months,INDIVIDUAL,other,High,Bad Loan,21.48,E,13.23,1896.1,1085.71,0.0,189.61,munster
449981,11415491,2014,01/01/2014,1.0,MORTGAGE,Low,85000,11000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,10.68,11119.67,11000.0,0.0,360.08,leinster
449984,11395471,2014,01/01/2014,0.5,RENT,Low,39520,6600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.9,A,27.66,4820.34,4012.14,0.0,209.58,cannught
449985,11425245,2014,01/01/2014,10.0,RENT,Medium,120000,14075, 36 months,INDIVIDUAL,house,High,Good Loan,17.57,D,15.52,11633.86,8126.94,0.0,505.82,ulster
449986,11385570,2014,01/01/2014,2.0,MORTGAGE,Low,82500,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,25.89,G,19.96,12158.74,2444.65,4092.31,896.27,leinster
449987,11435466,2014,01/01/2014,7.0,MORTGAGE,Medium,108000,10000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,12.85,B,5.7,7733.06,5940.05,0.0,336.22,cannught
449988,11425616,2014,01/01/2014,4.0,RENT,Low,57000,12000, 36 months,INDIVIDUAL,other,Low,Good Loan,12.85,B,7.77,12943.76529,12000.0,0.0,403.47,cannught
449990,11405550,2014,01/01/2014,9.0,RENT,Low,42000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,17.77,8111.87,4522.95,0.0,352.69,Northern-Irl
449991,11395385,2014,01/01/2014,9.0,MORTGAGE,Low,68000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,15.55,4582.98,3582.2,0.0,199.26,ulster
449992,11415499,2014,01/01/2014,2.0,RENT,Low,62640,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,22.26,15276.6,11940.67,0.0,664.2,ulster
449998,11415453,2014,01/01/2014,10.0,MORTGAGE,Low,82000,24000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,25.12,27504.48,24000.0,0.0,797.03,Northern-Irl
450001,11415468,2014,01/01/2014,0.5,RENT,Medium,120000,18000, 36 months,INDIVIDUAL,vacation,Low,Good Loan,9.67,B,16.14,13294.69,10893.14,0.0,578.03,cannught
450002,11425111,2014,01/01/2014,10.0,RENT,Low,86000,12250, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.99,D,9.22,8733.8,6037.12,0.0,436.69,Northern-Irl
450003,11395504,2014,01/01/2014,0.5,RENT,Low,42000,5150, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.47,C,12.51,6192.93,5150.0,0.0,177.2,munster
450004,11405507,2014,01/01/2014,7.0,MORTGAGE,Low,85000,20000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.98,C,15.78,15941.76,11730.38,0.0,693.12,Northern-Irl
450008,11394987,2014,01/01/2014,6.0,MORTGAGE,Low,36500,14600, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.48,E,16.61,18718.44,14600.0,0.0,398.94,munster
450009,11425358,2014,01/01/2014,7.0,RENT,Low,60000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,17.16,10353.64,10000.0,0.0,344.07,ulster
450014,11385572,2014,01/01/2014,10.0,MORTGAGE,Medium,115000,15000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,11.99,B,6.67,16624.46,15000.0,0.0,498.15,leinster
450015,11395487,2014,01/01/2014,7.0,OWN,Low,57000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.98,C,21.52,9585.8,7033.86,0.0,415.87,Northern-Irl
450016,11415445,2014,01/01/2014,5.0,MORTGAGE,Low,45000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,28.8,6654.82,3545.69,0.0,289.34,cannught
450019,11306340,2014,01/01/2014,10.0,MORTGAGE,Low,55876,14000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.9,A,12.18,15018.1853,14000.0,0.0,438.07,munster
450020,11385048,2014,01/01/2014,3.0,OWN,Low,50000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.9,A,16.59,12721.67,12000.0,0.0,381.04,ulster
450021,11375226,2014,01/01/2014,2.0,MORTGAGE,Low,45000,7000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,12.67,7846.65,7000.0,0.0,232.47,leinster
450024,10645881,2014,01/01/2014,8.0,RENT,Low,70000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,12.79,20625.08,18000.0,0.0,597.78,munster
450025,11245279,2014,01/01/2014,0.5,MORTGAGE,Medium,150000,32875, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,5.16,33864.42,32875.0,0.0,1192.64,cannught
450026,8544756,2014,01/01/2014,0.5,MORTGAGE,Low,57000,9500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,18.66,10671.05,9500.0,0.0,305.07,leinster
450027,11064586,2014,01/01/2014,4.0,MORTGAGE,Medium,127600,20000, 60 months,INDIVIDUAL,home_improvement,High,Bad Loan,16.24,C,7.97,10780.69,5545.73,0.0,488.92,leinster
450028,11235804,2014,01/01/2014,2.0,MORTGAGE,Medium,120000,25000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,7.9,A,14.92,18777.67,16119.32,0.0,782.26,munster
450029,11355509,2014,01/01/2014,4.0,MORTGAGE,Low,75000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,13.53,7808.5,5916.13,0.0,339.5,cannught
450030,10091690,2014,01/01/2014,4.0,MORTGAGE,Low,93000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.85,B,15.52,7733.06,5940.05,0.0,336.22,munster
450031,10834580,2014,01/01/2014,3.0,RENT,Medium,121000,27000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.5,E,13.62,16626.01,7296.66,0.0,722.87,Northern-Irl
450033,11355519,2014,01/01/2014,2.0,MORTGAGE,Low,52000,3000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.53,B,22.73,3248.633348,3000.0,0.0,101.85,leinster
450034,10864954,2014,01/01/2014,5.0,RENT,Low,33000,13150, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,17.57,D,18.55,4454.96,1742.97,1619.48,472.58,munster
450035,10824812,2014,01/01/2014,7.0,MORTGAGE,Low,60000,21500, 60 months,INDIVIDUAL,credit_card,High,Good Loan,16.99,D,16.77,12287.06,6196.67,0.0,534.22,munster
450037,7066458,2014,01/01/2014,2.0,MORTGAGE,Medium,200000,14000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,12.26,11078.87,8236.24,0.0,481.69,leinster
450038,10585876,2014,01/01/2014,2.0,RENT,Low,42000,4000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,6.14,4325.502835,4000.0,0.0,132.84,Northern-Irl
450039,11285528,2014,01/01/2014,6.05,OWN,Low,65000,9000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.85,B,25.97,6959.8,5346.1,0.0,302.6,leinster
450041,10116336,2014,01/01/2014,3.0,MORTGAGE,Low,32000,12775, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,19.97,D,15.23,5784.81,1503.13,2064.06,338.25,cannught
450042,11355472,2014,01/01/2014,10.0,MORTGAGE,Low,85000,9000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,22.41,9917.57,9000.0,0.0,289.02,Northern-Irl
450043,10905074,2014,01/01/2014,1.0,MORTGAGE,High,220000,29400, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.85,B,18.59,15367.2,9115.66,0.0,666.69,leinster
450044,11355488,2014,01/01/2014,6.0,RENT,Low,50000,6400, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,11.99,B,15.91,2975.7,2221.11,0.0,212.55,Northern-Irl
450047,11306371,2014,01/01/2014,3.0,MORTGAGE,Low,64000,18425, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.5,E,22.56,11345.67,4978.49,0.0,493.29,Northern-Irl
450048,11306300,2014,01/01/2014,10.0,RENT,Low,45000,14375, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.5,E,23.15,8851.78,3884.17,0.0,384.86,munster
450049,11215500,2014,01/01/2014,3.0,MORTGAGE,Low,50000,6600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,7.83,4874.85,3994.3,0.0,211.95,leinster
450052,11255625,2014,01/01/2014,10.0,OWN,Medium,110000,6000, 36 months,INDIVIDUAL,major_purchase,High,Good Loan,13.53,B,27.68,4685.1,3549.68,0.0,203.7,cannught
450053,9005209,2014,01/01/2014,2.0,MORTGAGE,Low,70000,18000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.24,C,23.8,9010.45,3242.63,2410.0,440.03,cannught
450055,11236021,2014,01/01/2014,6.05,MORTGAGE,Low,80000,9800, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,20.03,11527.11,9800.0,0.0,334.85,ulster
450057,11385490,2014,01/01/2014,2.0,MORTGAGE,Low,87808,18075, 60 months,INDIVIDUAL,credit_card,High,Good Loan,18.25,D,14.91,10613.35,5091.27,0.0,461.45,munster
450059,11276088,2014,01/01/2014,6.0,RENT,Low,43000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.48,E,11.02,7541.47,3183.55,0.0,327.89,Northern-Irl
450062,11365521,2014,01/01/2014,6.0,OWN,High,300000,35000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,10.46,25850.62,21180.93,0.0,1123.94,munster
450063,11365524,2014,01/01/2014,7.0,MORTGAGE,Medium,120000,24000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,6.19,18860.92,14160.86,0.0,820.04,ulster
450065,10945908,2014,01/01/2014,10.0,OWN,Low,57000,15050, 60 months,INDIVIDUAL,credit_card,High,Good Loan,22.4,E,20.59,19119.99,15050.0,0.0,419.1,cannught
450066,11385462,2014,01/01/2014,5.0,RENT,Medium,180000,4375, 60 months,INDIVIDUAL,medical,High,Bad Loan,25.89,G,3.13,2890.38,1008.95,0.0,130.71,Northern-Irl
450068,11244699,2014,01/01/2014,6.0,MORTGAGE,Medium,134000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,8.9,A,23.1,11431.26,9336.05,0.0,635.07,Northern-Irl
450069,10096851,2014,01/01/2014,5.0,MORTGAGE,Low,80000,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,15.38,17144.66,8646.42,0.0,745.42,Northern-Irl
450070,11445472,2014,01/01/2014,10.0,MORTGAGE,Low,72400,12600, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,10.6,13448.34,12600.0,0.0,280.22,leinster
450072,11405379,2014,01/01/2014,0.5,MORTGAGE,Low,50000,14300, 60 months,INDIVIDUAL,small_business,High,Good Loan,24.5,F,21.87,9557.65,3582.33,0.0,415.55,munster
450076,11425416,2014,01/01/2014,1.0,RENT,Low,72000,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.24,C,26.27,9877.28,6653.58,0.0,705.52,Northern-Irl
450077,11404931,2014,01/01/2014,10.0,RENT,Low,85000,8000, 36 months,INDIVIDUAL,small_business,High,Good Loan,14.98,C,23.2,9203.88,8000.0,0.0,277.25,ulster
450078,11444846,2014,01/01/2014,4.0,RENT,Low,49000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,28.51,6654.82,3545.69,0.0,289.34,Northern-Irl
450080,11395328,2014,01/01/2014,10.0,RENT,Low,66000,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.47,C,19.25,5539.55,4118.25,0.0,240.85,leinster
450081,11425353,2014,01/01/2014,6.0,MORTGAGE,Low,50000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,15.22,10992.74,10000.0,0.0,321.13,munster
450085,11435413,2014,01/01/2014,10.0,OWN,Low,42000,9600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,28.09,7090.44,5809.61,0.0,308.28,munster
450086,11435409,2014,01/01/2014,6.0,MORTGAGE,Low,67800,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.9,A,19.98,13212.79,12000.0,0.0,375.49,Northern-Irl
450090,11434635,2014,01/01/2014,10.0,MORTGAGE,Low,52879,7000, 36 months,INDIVIDUAL,other,Low,Bad Loan,12.85,B,26.76,2253.3,988.55,841.14,235.36,leinster
450091,11405380,2014,01/01/2014,4.0,MORTGAGE,Low,50000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,8.38,6395.419559,6000.0,0.0,205.01,leinster
450092,11405324,2014,01/01/2014,2.0,MORTGAGE,Low,30000,10075, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.24,C,28.0,8174.43,5864.59,0.0,355.41,munster
450097,11405316,2014,01/01/2014,9.0,MORTGAGE,Low,70000,30000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,16.6,22157.74,18155.16,0.0,963.38,Northern-Irl
450098,11445423,2014,01/01/2014,2.0,RENT,Low,55000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.85,B,28.3,9279.81,7128.22,0.0,403.47,munster
