id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
239360,36109262,2014,01/11/2014,4.0,RENT,Low,46000,13150, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,19.38,4499.08,1859.22,0.0,348.33,leinster
239362,36300248,2014,01/11/2014,6.05,RENT,Low,42000,5000, 36 months,INDIVIDUAL,vacation,Low,Good Loan,10.49,B,7.23,2106.54,1627.81,0.0,162.49,munster
239366,35959681,2014,01/11/2014,10.0,MORTGAGE,Low,90000,6500, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,6.03,A,3.73,6741.24,6500.0,0.0,197.84,ulster
239367,36260325,2014,01/11/2014,6.0,MORTGAGE,Low,43000,16200, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,19.24,E,34.69,5456.31,2330.17,0.0,422.38,leinster
239371,36260297,2014,01/11/2014,2.0,MORTGAGE,Low,86500,15000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,8.19,A,3.77,16152.26,15000.0,0.0,305.52,Northern-Irl
239373,36440195,2014,01/11/2014,5.0,RENT,Low,31200,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,14.88,3303.76,2389.49,0.0,238.09,ulster
239374,36360324,2014,01/11/2014,5.0,RENT,Low,36000,7500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.99,A,18.67,3004.33,2529.42,0.0,231.55,munster
239378,36230273,2014,01/11/2014,10.0,MORTGAGE,Low,87500,35000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,18.54,E,11.34,11616.07,5115.69,0.0,899.09,Northern-Irl
239385,36300246,2014,01/11/2014,1.0,MORTGAGE,Low,40000,9600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,16.41,4309.76,2983.96,0.0,332.75,ulster
239388,35989865,2014,01/11/2014,1.0,OWN,Low,60300,6600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.31,C,19.48,2934.92,2065.98,0.0,226.57,leinster
239392,36240249,2014,01/11/2014,4.0,MORTGAGE,Low,76000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,23.34,4403.62,3173.38,0.0,336.9,Northern-Irl
239402,36320304,2014,01/11/2014,7.0,MORTGAGE,Low,50000,1800, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.39,C,5.88,779.21,574.84,0.0,60.13,Northern-Irl
239403,36350213,2014,01/11/2014,10.0,OWN,Low,73000,11900, 60 months,INDIVIDUAL,credit_card,High,Good Loan,14.99,C,29.66,3654.74,1884.19,0.0,283.04,leinster
239406,35673869,2014,01/11/2014,10.0,MORTGAGE,Medium,200000,28000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.49,A,13.67,11297.75,9395.85,0.0,870.85,leinster
239407,36380270,2014,01/11/2014,10.0,RENT,Low,34824,1000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,14.16,430.4,320.61,0.0,33.21,cannught
239408,34311979,2014,01/11/2014,5.0,MORTGAGE,Low,70000,15000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.49,D,23.8,16936.37,15000.0,0.0,531.0,munster
239410,24745628,2014,01/11/2014,10.0,MORTGAGE,Low,50000,1100, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,18.54,E,7.59,1254.48,1100.0,0.0,40.07,cannught
239411,36270258,2014,01/11/2014,5.0,MORTGAGE,Low,31000,2000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.19,A,8.41,2084.28,2000.0,0.0,62.85,ulster
239417,35014760,2014,01/11/2014,4.0,RENT,Low,43000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,32.64,12827.26,12000.0,0.0,277.11,leinster
239419,36300241,2014,01/11/2014,9.0,RENT,Low,53524,2500, 36 months,INDIVIDUAL,vacation,Low,Good Loan,11.44,B,13.26,1067.63,806.06,0.0,82.37,Northern-Irl
239424,36290248,2014,01/11/2014,10.0,MORTGAGE,Medium,106000,30000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.49,B,10.82,8345.74,5240.76,0.0,644.67,cannught
239425,36290238,2014,01/11/2014,10.0,RENT,Low,58000,16000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.99,D,31.41,5028.7,2477.49,0.0,389.01,Northern-Irl
239427,36390138,2014,01/11/2014,9.0,MORTGAGE,Low,95326,26200, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.59,D,23.98,29893.48,26200.0,0.0,631.44,cannught
239439,36260263,2014,01/11/2014,10.0,RENT,Medium,103000,6050, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.49,D,10.26,2815.9,1857.56,0.0,214.17,Northern-Irl
239447,36330288,2014,01/11/2014,2.0,MORTGAGE,Low,98500,27600, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,19.75,7845.13,4723.88,0.0,606.17,leinster
239456,36330302,2014,01/11/2014,4.0,RENT,Low,95000,12500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,12.17,5379.91,4007.6,0.0,415.12,leinster
239459,36340280,2014,01/11/2014,10.0,MORTGAGE,Medium,150000,24000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,7.49,A,13.76,9683.75,8053.55,0.0,746.44,cannught
239461,34864016,2014,01/11/2014,5.0,MORTGAGE,Low,96000,21000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.39,C,10.88,6097.86,3520.94,0.0,471.29,ulster
239463,35206120,2014,01/11/2014,10.0,MORTGAGE,Low,74000,12325, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.99,F,24.36,4520.36,1624.8,0.0,347.38,Northern-Irl
239469,36200295,2014,01/11/2014,2.0,OWN,Medium,170000,8000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.49,B,7.61,3370.55,2604.57,0.0,259.99,Northern-Irl
239474,36430236,2014,01/11/2014,10.0,RENT,Low,30000,2000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.67,B,21.28,820.97,663.32,0.0,63.3,leinster
239478,36420258,2014,01/11/2014,6.0,MORTGAGE,Low,62000,20000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,12.39,C,18.7,22223.49,20000.0,0.0,448.85,cannught
239479,36320275,2014,01/11/2014,3.0,MORTGAGE,Low,90000,15750, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,24.99,F,11.22,5964.87,1980.23,0.0,462.2,leinster
239485,36370304,2014,01/11/2014,10.0,MORTGAGE,Low,90324,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,31.83,4406.51,3151.42,0.0,340.13,cannught
239490,36230234,2014,01/11/2014,8.0,RENT,Low,83000,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.99,E,30.23,13478.75,7864.13,0.0,811.44,leinster
239495,36290224,2014,01/11/2014,10.0,MORTGAGE,Low,44000,18000, 36 months,INDIVIDUAL,other,High,Good Loan,14.99,C,24.58,19314.23,18000.0,0.0,623.89,leinster
239504,36390250,2014,01/11/2014,2.0,RENT,Low,80000,18000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.49,A,21.74,7157.95,6100.86,0.0,551.61,leinster
239505,36410220,2014,01/11/2014,0.5,RENT,Low,20000,2100, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,30.31,925.4,661.83,0.0,71.43,cannught
239512,36200194,2014,01/11/2014,10.0,MORTGAGE,Medium,120000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,10.49,B,24.65,5826.33,4428.75,0.0,649.96,leinster
239514,33301744,2014,01/11/2014,1.0,RENT,Low,57000,3000, 36 months,INDIVIDUAL,car,Low,Good Loan,11.99,B,8.11,3001.0,3000.0,0.0,99.63,ulster
239516,36220173,2014,01/11/2014,6.0,MORTGAGE,Low,36000,14400, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,20.59,4301.03,2348.07,0.0,332.53,leinster
239523,36440168,2014,01/11/2014,10.0,MORTGAGE,Low,35000,10000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,6.03,A,17.22,3949.98,3404.89,0.0,304.36,cannught
239526,36260179,2014,01/11/2014,2.0,RENT,Low,89000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.14,D,10.57,11275.58,5280.93,0.0,872.48,cannught
239527,35939812,2014,01/11/2014,0.5,MORTGAGE,Medium,105000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.49,D,26.71,11119.51,5358.96,0.0,860.28,leinster
239529,36280198,2014,01/11/2014,7.0,MORTGAGE,Low,80000,3600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,3.93,3800.89,3600.0,0.0,118.62,leinster
239535,36300207,2014,01/11/2014,1.0,RENT,Low,42000,6200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.49,B,8.74,2575.0,2039.11,0.0,198.58,Northern-Irl
239537,36260183,2014,01/11/2014,4.0,RENT,Low,35000,10550, 36 months,INDIVIDUAL,credit_card,High,Good Loan,18.54,E,24.92,4973.91,3159.05,0.0,384.28,ulster
239539,36270218,2014,01/11/2014,10.0,RENT,Medium,150000,15000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.99,C,10.84,6733.85,4662.27,0.0,519.91,ulster
239541,36280171,2014,01/11/2014,0.5,OWN,Medium,114000,21000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,27.36,9253.64,6617.93,0.0,714.27,munster
239545,36350210,2014,01/11/2014,5.0,MORTGAGE,Low,30000,9000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.49,D,22.56,3169.51,2074.31,0.0,318.6,leinster
239556,35004380,2014,01/11/2014,10.0,MORTGAGE,Low,34000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,10.84,2562.34,1934.58,0.0,197.69,munster
239557,24035793,2014,01/11/2014,9.0,RENT,Low,47000,9750, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.99,D,30.31,4438.3,2999.05,0.0,342.74,cannught
239565,36210245,2014,01/11/2014,6.05,MORTGAGE,Low,69000,18000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,24.5,F,15.64,6750.91,2289.68,0.0,523.07,ulster
239566,35949493,2014,01/11/2014,5.0,MORTGAGE,Low,66482,12500, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,19.3,3597.35,2114.16,0.0,278.0,cannught
239570,36290156,2014,01/11/2014,8.0,RENT,Low,36000,3000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.39,C,14.53,3213.78,3000.0,0.0,100.21,leinster
239571,33350344,2014,01/11/2014,10.0,OWN,High,225000,26400, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.19,A,4.32,6966.21,4843.07,0.0,537.71,Northern-Irl
239572,36300126,2014,01/11/2014,10.0,MORTGAGE,Low,78000,16000, 60 months,INDIVIDUAL,small_business,High,Good Loan,15.99,D,11.62,5028.7,2477.49,0.0,389.01,leinster
239575,36390165,2014,01/11/2014,1.0,RENT,Low,80000,4375, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.49,D,9.99,2005.42,1338.75,0.0,154.88,munster
239581,36270156,2014,01/11/2014,10.0,MORTGAGE,Low,64000,18000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.31,C,27.21,5528.19,2893.33,0.0,421.73,ulster
239582,36340161,2014,01/11/2014,10.0,MORTGAGE,Low,81600,3200, 36 months,INDIVIDUAL,other,Low,Good Loan,11.99,B,11.99,1376.31,1026.07,0.0,106.28,leinster
239584,36139776,2014,01/11/2014,10.0,MORTGAGE,Low,40000,17500, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.99,D,34.05,5500.15,2709.76,0.0,425.48,Northern-Irl
239585,36380180,2014,01/11/2014,6.0,RENT,Low,31872,2000, 36 months,INDIVIDUAL,vacation,High,Good Loan,15.59,D,32.22,1105.37,829.63,0.0,69.91,ulster
239588,33141214,2014,01/11/2014,6.0,MORTGAGE,Low,62400,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,24.48,5238.19,3807.92,0.0,404.27,Northern-Irl
239589,35713670,2014,01/11/2014,10.0,OWN,Medium,110000,35000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,26.58,14946.72,11284.74,0.0,1153.17,leinster
239591,35949082,2014,01/11/2014,10.0,MORTGAGE,Medium,175000,18000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,11.34,5180.05,3044.25,0.0,400.31,ulster
239596,34282731,2014,01/11/2014,10.0,MORTGAGE,Medium,150000,28000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.49,A,5.24,11297.75,9395.85,0.0,870.85,cannught
239598,36380189,2014,01/11/2014,8.0,RENT,Low,78000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.49,A,14.2,8654.52,7250.47,0.0,622.04,cannught
239599,36270211,2014,01/11/2014,1.0,MORTGAGE,Low,85000,7500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,9.48,2962.49,2553.67,0.0,228.27,ulster
239602,36088314,2014,01/11/2014,4.0,MORTGAGE,Low,42931,11200, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,22.03,3295.97,1853.37,0.0,254.78,munster
239603,36350177,2014,01/11/2014,8.0,RENT,Low,25000,7475, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.54,E,15.79,3520.26,2238.22,0.0,272.27,ulster
239608,36430212,2014,01/11/2014,10.0,MORTGAGE,Low,100000,4000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,12.39,C,4.28,1731.42,1277.26,0.0,133.61,cannught
239612,36260170,2014,01/11/2014,5.0,MORTGAGE,Low,45000,3000, 36 months,INDIVIDUAL,major_purchase,Low,Good Loan,9.49,B,22.2,1246.01,986.7,0.0,96.09,munster
239616,36270210,2014,01/11/2014,2.0,MORTGAGE,Low,85000,14000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.49,A,13.78,14468.75,14000.0,0.0,429.03,ulster
