id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
434810,12457076,2014,01/02/2014,10.0,MORTGAGE,Low,50000,19750, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,14.91,14533.64,11185.14,0.0,660.62,cannught
434811,12497011,2014,01/02/2014,2.0,MORTGAGE,Low,77000,21000, 36 months,INDIVIDUAL,other,High,Good Loan,20.49,E,19.61,25536.9,21000.0,0.0,785.69,munster
434812,12477048,2014,01/02/2014,3.0,RENT,Low,36000,5150, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,24.43,6065.68,5150.0,0.0,179.31,cannught
434813,12465486,2014,01/02/2014,10.0,MORTGAGE,Low,13000,2400, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,14.77,1897.5,1315.4,0.0,86.25,Northern-Irl
434815,12525404,2014,01/02/2014,10.0,MORTGAGE,Low,75234,30500, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,24.99,F,27.47,19690.88,7159.56,0.0,895.04,cannught
434818,12457111,2014,01/02/2014,10.0,RENT,Low,31000,7800, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.47,D,29.73,8841.17011,7800.0,0.0,287.78,Northern-Irl
434819,12465377,2014,01/02/2014,4.0,MORTGAGE,Low,45000,12000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,15.31,C,13.99,13175.56498,12000.0,0.0,287.44,leinster
434820,12506800,2014,01/02/2014,7.0,RENT,Low,40390,7500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,21.69,8015.9,7500.0,0.0,234.68,leinster
434821,12466891,2014,01/02/2014,2.0,OWN,Low,75000,32500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,19.63,36135.68,32500.0,0.0,1105.26,leinster
434824,12517109,2014,01/02/2014,6.0,OWN,Low,29817,10725, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,11.31,8250.0,5953.64,0.0,375.0,leinster
434825,12517114,2014,01/02/2014,1.0,RENT,Low,52000,13825, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,15.86,7764.9,3695.3,0.0,352.95,ulster
434826,12497067,2014,01/02/2014,2.0,RENT,Low,88000,14400, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,12.49,B,6.4,8676.06,6531.09,0.0,481.67,leinster
434827,12437106,2014,01/02/2014,6.0,MORTGAGE,Low,25000,5000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,16.59,D,10.43,5865.98,5000.0,0.0,177.25,cannught
434828,12486546,2014,01/02/2014,10.0,MORTGAGE,Low,96000,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,16.03,5474.3,3859.11,0.0,248.15,leinster
434830,12487138,2014,01/02/2014,10.0,OWN,Low,27500,8000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,16.41,8901.64,8000.0,0.0,272.07,Northern-Irl
434831,12517032,2014,01/02/2014,5.0,MORTGAGE,Low,81000,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,21.88,17719.12,7683.34,0.0,803.02,leinster
434832,12487152,2014,01/02/2014,10.0,MORTGAGE,Low,53000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,22.49,7904.6,4234.02,0.0,359.3,cannught
434833,12497096,2014,01/02/2014,10.0,MORTGAGE,Low,100000,25000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.62,A,16.6,17138.88,14595.96,0.0,779.04,leinster
434834,12467106,2014,01/02/2014,1.0,RENT,Low,50000,13000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,19.76,9566.48,7362.41,0.0,434.84,cannught
434835,12467126,2014,01/02/2014,8.0,OWN,Low,55700,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,26.89,13127.79,12000.0,0.0,417.81,Northern-Irl
434837,12447153,2014,01/02/2014,5.0,RENT,Low,48000,4800, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,25.98,5571.07,4800.0,0.0,161.71,munster
434839,12517103,2014,01/02/2014,10.0,MORTGAGE,Low,72000,5625, 36 months,INDIVIDUAL,credit_card,High,Good Loan,16.59,D,22.77,4387.02,3102.93,0.0,199.41,Northern-Irl
434840,12506405,2014,01/02/2014,0.5,MORTGAGE,Low,56625,9850, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,21.15,11199.36,9850.0,0.0,349.18,ulster
434846,12467167,2014,01/02/2014,7.0,MORTGAGE,Low,60000,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,19.66,14963.52,11243.22,0.0,680.16,ulster
434849,12467174,2014,01/02/2014,1.0,RENT,Low,52000,26000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,19.02,17898.1,15153.59,0.0,813.55,cannught
434850,12467128,2014,01/02/2014,0.5,MORTGAGE,Medium,103000,20000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,17.5,13391.84,11791.01,0.0,608.72,Northern-Irl
434851,12477137,2014,01/02/2014,3.0,RENT,Low,67000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,7.29,8767.44,6817.66,0.0,398.52,ulster
434854,12497062,2014,01/02/2014,6.0,OWN,Low,36524,6075, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.16,C,25.73,4771.98,3580.78,0.0,208.11,Northern-Irl
434855,12507189,2014,01/02/2014,10.0,RENT,Low,66096,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,8.42,5237.32,3935.23,0.0,238.06,ulster
434857,12437124,2014,01/02/2014,1.0,RENT,Low,56000,7000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,19.15,4945.38,4035.34,0.0,224.79,Northern-Irl
434858,12525229,2014,01/02/2014,8.0,RENT,Low,55200,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,11.8,7591.62,5586.16,0.0,344.9,Northern-Irl
434859,12517118,2014,01/02/2014,7.0,RENT,Low,72500,22000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.92,D,26.04,22690.22,22000.0,0.0,569.73,cannught
434860,12477130,2014,01/02/2014,10.0,MORTGAGE,Low,30000,7200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,6.04,5336.54,4064.83,0.0,242.57,Northern-Irl
434863,12447181,2014,01/02/2014,2.0,RENT,Low,55000,5200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,27.17,5493.402214,5200.0,0.0,172.69,cannught
434864,12516519,2014,01/02/2014,10.0,MORTGAGE,Medium,140000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,12.89,5735.83,5000.0,0.0,168.45,leinster
434866,12447118,2014,01/02/2014,6.0,MORTGAGE,Low,93000,14000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,8.57,17215.37,14000.0,0.0,374.75,leinster
434867,12497105,2014,01/02/2014,10.0,MORTGAGE,Low,40000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,30.9,7788.66,4286.23,0.0,354.03,cannught
434868,12456980,2014,01/02/2014,8.0,MORTGAGE,Low,41700,11000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,11.77,8289.82,6163.59,0.0,376.81,leinster
434869,12477105,2014,01/02/2014,1.0,MORTGAGE,Low,51000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,26.38,10283.46,8757.72,0.0,467.43,ulster
434870,12466099,2014,01/02/2014,2.0,MORTGAGE,Low,66500,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,13.04,8303.02,4060.85,0.0,377.41,leinster
434871,12476764,2014,01/02/2014,10.0,MORTGAGE,Low,56500,17000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,18.92,D,17.31,9685.5,4487.16,0.0,440.25,cannught
434872,12497145,2014,01/02/2014,2.0,RENT,Low,48000,3500, 36 months,INDIVIDUAL,other,High,Good Loan,21.99,E,6.25,3976.09556,3500.0,0.0,133.65,Northern-Irl
434875,12487117,2014,01/02/2014,4.0,OWN,Low,25000,4000, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,18.25,D,28.42,3322.43,2300.21,0.0,145.12,Northern-Irl
434877,12467165,2014,01/02/2014,10.0,MORTGAGE,Low,85000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,14.36,10863.15,5487.44,0.0,492.66,ulster
434878,12457032,2014,01/02/2014,9.0,MORTGAGE,Low,100000,14000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,10.99,B,9.97,8707.32,6815.94,0.0,458.28,munster
434880,12517057,2014,01/02/2014,1.0,RENT,Low,60000,6000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,7.8,4321.02,3430.28,0.0,196.41,Northern-Irl
434883,12517081,2014,01/02/2014,5.0,MORTGAGE,Low,54328,17925, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,33.13,20621.75,17925.0,0.0,614.03,cannught
434885,12466030,2014,01/02/2014,10.0,RENT,Low,72000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,26.66,9230.76,6661.41,0.0,419.58,Northern-Irl
434886,12516326,2014,01/02/2014,4.0,RENT,Low,32000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,22.62,3600.74,2858.61,0.0,163.67,Northern-Irl
434887,12477071,2014,01/02/2014,3.0,RENT,Low,98500,14700, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.16,C,4.39,15976.0027,14700.0,0.0,503.56,munster
434889,12507201,2014,01/02/2014,4.0,RENT,Low,48000,4600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,18.78,3587.54,2537.43,0.0,163.07,cannught
434890,10618103,2014,01/02/2014,10.0,OWN,Low,90000,8000, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,13.65,C,6.99,9287.13,8000.0,0.0,272.07,Northern-Irl
434892,12386779,2014,01/02/2014,3.0,RENT,Medium,107724,30000, 36 months,INDIVIDUAL,small_business,Low,Good Loan,12.99,B,28.3,22234.96,16936.08,0.0,1010.68,ulster
434893,11376304,2014,01/02/2014,10.0,MORTGAGE,Low,63000,10850, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.62,A,13.3,7441.48,6334.8,0.0,338.11,cannught
434894,12397065,2014,01/02/2014,10.0,MORTGAGE,Medium,104270,25000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,13.64,12511.4,7359.68,0.0,568.7,leinster
434895,11966620,2014,01/02/2014,3.0,RENT,Low,38000,13625, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,24.38,15610.0,13625.0,0.0,489.65,Northern-Irl
434896,12427139,2014,01/02/2014,10.0,MORTGAGE,Low,65000,9400, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,18.92,D,21.33,3786.09,2334.06,0.0,344.19,Northern-Irl
434897,12396999,2014,01/02/2014,4.0,RENT,Low,60000,19700, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,20.31,21336.69,19700.0,0.0,707.96,Northern-Irl
434898,12426397,2014,01/02/2014,6.0,MORTGAGE,Low,95000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,11.45,8641.82,6860.72,0.0,392.81,leinster
434899,11416934,2014,01/02/2014,10.0,RENT,Low,60000,12000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,6.97,6365.48,3368.63,0.0,289.34,Northern-Irl
434900,11945955,2014,01/02/2014,9.0,MORTGAGE,Low,62000,28500, 60 months,INDIVIDUAL,credit_card,High,Good Loan,20.49,E,27.27,16783.14,7301.4,0.0,762.87,munster
434901,12417021,2014,01/02/2014,3.0,RENT,Low,40000,5250, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,18.27,4192.79,3073.3,0.0,182.8,Northern-Irl
434902,11438593,2014,01/02/2014,10.0,MORTGAGE,Medium,105000,28000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,20.49,E,31.12,16488.78,7173.4,0.0,749.49,Northern-Irl
434903,12397042,2014,01/02/2014,3.0,RENT,Medium,103000,32200, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,12.15,23695.32,18235.98,0.0,1077.06,munster
434904,11215538,2014,01/02/2014,10.0,RENT,Low,44699,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,12.99,B,29.78,5390.4,3970.96,0.0,336.9,Northern-Irl
434905,12295727,2014,01/02/2014,1.0,RENT,Low,100000,11200, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,14.51,7714.43,6527.88,0.0,350.46,munster
434906,10776982,2014,01/02/2014,10.0,MORTGAGE,Low,90000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,10.15,42801.89,35000.0,0.0,936.86,munster
434909,12387008,2014,01/02/2014,10.0,RENT,Medium,151000,25000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,4.18,27609.64284,25000.0,0.0,870.44,Northern-Irl
434910,12396614,2014,01/02/2014,10.0,MORTGAGE,Medium,120000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.62,A,17.76,5370.71,5000.0,0.0,153.52,leinster
434911,12397019,2014,01/02/2014,0.5,MORTGAGE,Low,45000,3000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,20.53,2223.54,1693.66,0.0,101.07,leinster
434912,12385305,2014,01/02/2014,10.0,RENT,Low,49000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,15.36,11323.88,10000.0,0.0,334.49,Northern-Irl
434913,12437053,2014,01/02/2014,10.0,MORTGAGE,Low,52000,11200, 60 months,INDIVIDUAL,credit_card,High,Good Loan,13.65,C,29.19,5688.76,3258.26,0.0,258.58,Northern-Irl
434914,12417057,2014,01/02/2014,3.0,RENT,Low,50000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.99,E,26.02,15934.74,12000.0,0.0,331.36,cannught
434915,10073632,2014,01/02/2014,10.0,RENT,Low,52000,18000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,21.99,E,20.24,24594.86,18000.0,0.0,497.04,ulster
434916,12387010,2014,01/02/2014,9.0,RENT,Low,52500,17000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,30.81,13077.02,9437.12,0.0,594.41,cannught
434917,12395264,2014,01/02/2014,1.0,RENT,Low,35000,6075, 36 months,INDIVIDUAL,other,Low,Bad Loan,12.99,B,8.92,4298.07,3212.3,0.0,204.67,Northern-Irl
434919,10705187,2014,01/02/2014,10.0,MORTGAGE,Low,75000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,14.16,15363.92,15000.0,0.0,354.03,leinster
434920,12387075,2014,01/02/2014,3.0,RENT,Medium,145000,10200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,8.85,8636.13,6747.56,0.0,346.89,Northern-Irl
434921,12427101,2014,01/02/2014,5.0,RENT,Low,60000,5000, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,13.65,C,30.48,1530.36,1066.08,0.0,170.04,Northern-Irl
434922,10716268,2014,01/02/2014,10.0,RENT,Low,37000,8725, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,18.75,10046.57,8725.0,0.0,296.72,ulster
434923,12427114,2014,01/02/2014,10.0,MORTGAGE,Low,85000,25000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,17.87,27748.56,25000.0,0.0,830.24,munster
434924,11695573,2014,01/02/2014,10.0,MORTGAGE,Medium,138000,35000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,15.61,C,14.4,42089.59,35000.0,0.0,843.9,leinster
434925,12417012,2014,01/02/2014,7.0,RENT,Medium,102000,14400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,27.13,10370.14,8232.82,0.0,471.37,Northern-Irl
434926,10082969,2014,01/02/2014,2.0,MORTGAGE,Medium,200000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,19.29,13552.06,10809.83,0.0,589.22,munster
434930,12436203,2014,01/02/2014,10.0,MORTGAGE,High,300000,28000, 36 months,INDIVIDUAL,small_business,Low,Good Loan,12.99,B,9.9,20752.6,15806.98,0.0,943.3,ulster
434931,12395344,2014,01/02/2014,3.0,MORTGAGE,Medium,140000,25000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,15.96,17209.72,14570.76,0.0,782.26,Northern-Irl
434934,12387017,2014,01/02/2014,5.0,MORTGAGE,Medium,127000,5300, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,2.65,4230.16,2892.02,0.0,192.28,Northern-Irl
434935,12407038,2014,01/02/2014,10.0,MORTGAGE,High,300000,21000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,10.02,14396.58,12260.52,0.0,654.39,ulster
434941,12437047,2014,01/02/2014,3.0,RENT,Low,60000,7000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,7.1,8173.33,7000.0,0.0,234.15,ulster
434942,12436654,2014,01/02/2014,10.0,OWN,Low,46500,5600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,21.24,5695.56487,5600.0,0.0,179.83,cannught
434943,12397031,2014,01/02/2014,6.0,MORTGAGE,Low,30000,10000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,11.99,B,24.56,4387.26,2429.06,1066.26,332.1,Northern-Irl
434944,12417027,2014,01/02/2014,10.0,OWN,Low,49000,14975, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,15.61,C,8.67,6283.2,4240.5,0.0,523.6,Northern-Irl
434945,11648649,2014,01/02/2014,10.0,RENT,Low,39750,14000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,12.41,10550.76,7844.65,0.0,479.58,Northern-Irl
434947,12397018,2014,01/02/2014,10.0,MORTGAGE,Low,60320,11875, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,19.04,8389.48,6845.66,0.0,381.34,Northern-Irl
434949,11925739,2014,01/02/2014,10.0,MORTGAGE,Low,45000,20225, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.9,A,23.31,22499.58,20225.0,0.0,642.21,ulster
434950,12437069,2014,01/02/2014,10.0,RENT,Low,75000,16000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,16.18,8670.86,4411.14,0.0,394.13,leinster
434952,12396698,2014,01/02/2014,9.0,MORTGAGE,Medium,111000,18375, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.99,E,4.64,20977.91582,18375.0,0.0,507.4,Northern-Irl
434954,12417064,2014,01/02/2014,8.0,MORTGAGE,Low,40000,12500, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,14.64,C,16.89,5310.36,2849.52,0.0,295.02,cannught
434955,12406794,2014,01/02/2014,10.0,MORTGAGE,Low,67995,13500, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,20.32,15275.92,13500.0,0.0,318.62,leinster
434956,12385908,2014,01/02/2014,8.0,OWN,Low,72000,14000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,17.57,D,3.58,2447.97,298.14,1944.85,503.12,Northern-Irl
434957,12436267,2014,01/02/2014,5.0,MORTGAGE,Low,25000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,10.99,9034.21,8000.0,0.0,261.88,munster
434958,12407091,2014,01/02/2014,1.0,RENT,Low,68000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,19.78,13426.11,12000.0,0.0,404.27,leinster
434960,12427163,2014,01/02/2014,3.0,MORTGAGE,Low,58400,4500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,14.88,5026.5,4500.0,0.0,149.45,cannught
434963,12285537,2014,01/02/2014,2.0,RENT,Medium,107000,12000, 36 months,INDIVIDUAL,home_improvement,Low,Bad Loan,11.99,B,17.01,4782.24,3533.44,0.0,398.52,Northern-Irl
434965,11975239,2014,01/02/2014,6.0,MORTGAGE,Low,72000,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,20.27,37624.17,30000.0,0.0,765.89,leinster
434967,12387028,2014,01/02/2014,6.0,RENT,Low,60000,5500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,5.2,5594.65,5500.0,0.0,182.66,leinster
434968,12386994,2014,01/02/2014,4.0,RENT,Low,50000,5150, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.31,C,18.74,6228.36,5150.0,0.0,179.31,leinster
434970,12406859,2014,01/02/2014,10.0,RENT,Low,89000,15875, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,14.19,16380.72,12685.37,0.0,562.76,ulster
434971,12397006,2014,01/02/2014,10.0,MORTGAGE,Low,96624,7000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,23.63,5151.3,3964.5,0.0,234.15,leinster
434972,12346174,2014,01/02/2014,3.0,RENT,Low,50000,7000, 36 months,INDIVIDUAL,other,Low,Good Loan,10.99,B,13.56,7875.79,7000.0,0.0,229.14,munster
434973,12345391,2014,01/02/2014,2.0,RENT,Low,51000,12000, 60 months,INDIVIDUAL,major_purchase,High,Good Loan,14.16,C,6.12,9814.84,7480.7,0.0,280.22,Northern-Irl
434974,12397000,2014,01/02/2014,1.0,RENT,Low,60000,8000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,14.38,8841.57,8000.0,0.0,256.9,Northern-Irl
434976,12427170,2014,01/02/2014,10.0,MORTGAGE,Low,58000,6000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.31,C,21.54,4596.02,3337.29,0.0,208.91,leinster
434977,11625820,2014,01/02/2014,10.0,MORTGAGE,Low,50000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,21.72,4521.88,3362.14,0.0,205.54,leinster
434978,12305174,2014,01/02/2014,6.0,MORTGAGE,Low,74000,24000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,17.57,D,19.01,13284.7,6497.2,0.0,603.85,munster
434979,12337406,2014,01/02/2014,9.0,MORTGAGE,Low,96000,25200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,16.34,27766.49,25200.0,0.0,824.9,Northern-Irl
434980,12407109,2014,01/02/2014,6.0,RENT,Low,43000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,11.99,B,18.36,7173.36,5464.67,0.0,398.52,ulster
434982,12347343,2014,01/02/2014,3.0,OWN,Low,75000,15975, 36 months,INDIVIDUAL,credit_card,High,Good Loan,16.59,D,10.86,12458.6,8811.71,0.0,566.3,Northern-Irl
434983,12396990,2014,01/02/2014,10.0,OWN,Low,97000,12000, 60 months,INDIVIDUAL,other,High,Good Loan,18.25,D,11.3,13405.62112,12000.0,0.0,306.36,Northern-Irl
