id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
417896,13226643,2014,01/03/2014,10.0,RENT,Medium,120000,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,11.67,14283.36,10669.2,0.0,680.16,leinster
417897,13246695,2014,01/03/2014,10.0,MORTGAGE,Low,62000,12000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,26.17,8092.35,6575.98,0.0,385.35,Northern-Irl
417901,13236790,2014,01/03/2014,6.0,MORTGAGE,Low,50000,6400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,26.6,4399.5,3476.36,0.0,209.5,leinster
417904,13188048,2014,01/03/2014,5.0,RENT,Low,80000,8625, 36 months,INDIVIDUAL,other,High,Good Loan,18.92,D,23.16,10244.28,8625.0,0.0,315.81,leinster
417905,13256784,2014,01/03/2014,10.0,RENT,Low,79040,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,11.95,8368.92,6474.35,0.0,398.52,ulster
417907,13157563,2014,01/03/2014,6.0,MORTGAGE,Low,98000,11200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,14.14,7552.86,6137.58,0.0,359.66,cannught
417909,13177481,2014,01/03/2014,10.0,OWN,Medium,150000,24000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.62,A,21.73,26024.28,24000.0,0.0,747.88,ulster
417914,13266731,2014,01/03/2014,5.0,MORTGAGE,Low,40000,13400, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,30.3,10208.73,6923.94,0.0,486.13,ulster
417916,13106971,2014,01/03/2014,2.0,MORTGAGE,Medium,123000,33000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,6.32,37226.9,32999.99,0.0,1103.82,leinster
417918,13107209,2014,01/03/2014,1.0,MORTGAGE,Medium,120000,10000, 60 months,INDIVIDUAL,credit_card,High,Bad Loan,14.16,C,13.07,1167.6,591.39,0.0,233.52,Northern-Irl
417919,13116905,2014,01/03/2014,5.0,RENT,Low,51000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,24.08,F,25.11,9076.62,3385.66,0.0,432.22,leinster
417922,13286693,2014,01/03/2014,3.0,RENT,Low,59000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,20.16,6974.1,5395.29,0.0,332.1,Northern-Irl
417923,13276710,2014,01/03/2014,3.0,RENT,Low,34000,1200, 36 months,INDIVIDUAL,other,High,Good Loan,18.92,D,15.95,1339.249751,1200.0,0.0,43.94,munster
417925,13236746,2014,01/03/2014,1.0,MORTGAGE,Medium,102000,3000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,9.71,2122.47,1607.66,0.0,101.07,munster
417930,13246731,2014,01/03/2014,7.0,RENT,Low,94542,24875, 60 months,INDIVIDUAL,other,High,Good Loan,21.99,E,15.23,14424.48,5853.34,0.0,686.88,Northern-Irl
417936,13266768,2014,01/03/2014,3.0,RENT,Medium,120000,21000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,23.43,14645.61,11330.11,0.0,697.41,ulster
417937,13138363,2014,01/03/2014,4.0,RENT,Low,49500,7600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,16.95,4857.72,4266.17,0.0,231.32,cannught
417940,13276695,2014,01/03/2014,7.0,RENT,Low,49500,13775, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.31,C,29.24,6929.16,3687.06,0.0,329.96,cannught
417941,13176419,2014,01/03/2014,3.0,RENT,Low,55000,2800, 36 months,INDIVIDUAL,moving,High,Bad Loan,21.18,E,13.59,1806.0,1280.35,0.0,105.75,Northern-Irl
417947,13256732,2014,01/03/2014,0.5,RENT,Low,19000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.47,D,6.13,3874.08,2561.59,0.0,184.48,munster
417950,13276728,2014,01/03/2014,1.0,MORTGAGE,Low,55000,4525, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,17.83,4779.842105,4525.0,0.0,155.01,ulster
417954,13276766,2014,01/03/2014,2.0,RENT,Medium,107000,25000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.62,A,21.4,26968.83,25000.0,0.0,767.6,cannught
417964,13246793,2014,01/03/2014,10.0,MORTGAGE,Low,70079,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,13.92,13234.16,12000.0,0.0,277.05,ulster
417969,13226704,2014,01/03/2014,10.0,RENT,Low,66000,8400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.9,A,4.09,6300.0,5379.9,0.0,266.73,ulster
417970,13206998,2014,01/03/2014,10.0,MORTGAGE,Low,27000,5000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,19.81,3537.45,2679.43,0.0,168.45,munster
417971,13127415,2014,01/03/2014,9.0,MORTGAGE,Medium,133000,24000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,15.09,17548.02,12657.76,0.0,835.62,Northern-Irl
417972,13236674,2014,01/03/2014,7.0,MORTGAGE,Low,95000,13750, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,5.62,7371.84,3480.52,0.0,351.04,munster
417983,13145783,2014,01/03/2014,0.5,MORTGAGE,Low,35000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,27.16,5659.92,4287.09,0.0,269.52,Northern-Irl
417984,13236761,2014,01/03/2014,4.0,RENT,Low,64000,17100, 36 months,INDIVIDUAL,credit_card,High,Good Loan,16.59,D,3.64,12729.78,8938.9,0.0,606.18,Northern-Irl
417988,13148588,2014,01/03/2014,9.0,MORTGAGE,Low,32000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,10.58,5619.6,4301.76,0.0,267.6,munster
417990,13306658,2014,01/03/2014,10.0,MORTGAGE,Low,45000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,25.49,15917.750730000002,15000.0,0.0,505.34,ulster
417991,13296527,2014,01/03/2014,5.0,MORTGAGE,Low,34000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,10.99,B,21.96,2618.8,1965.79,0.0,261.88,leinster
417992,13326566,2014,01/03/2014,0.5,RENT,Low,48000,12500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,19.35,14594.92,12500.0,0.0,428.2,Northern-Irl
417993,13286565,2014,01/03/2014,10.0,MORTGAGE,Medium,120000,25000, 60 months,INDIVIDUAL,other,High,Good Loan,17.57,D,17.96,13240.65,6447.44,0.0,629.01,leinster
417995,13296629,2014,01/03/2014,0.5,RENT,Low,55161,2700, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,21.45,1928.43,1440.54,0.0,91.83,cannught
417996,13356625,2014,01/03/2014,10.0,RENT,Low,72000,11900, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,11.07,8498.7,6348.28,0.0,404.7,Northern-Irl
417997,13326600,2014,01/03/2014,10.0,MORTGAGE,Low,55000,10625, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,14.12,12152.82086,10625.0,0.0,281.44,Northern-Irl
418000,13326640,2014,01/03/2014,3.0,RENT,Medium,167000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,9.26,12807.9,12000.0,0.0,365.23,Northern-Irl
418001,13296688,2014,01/03/2014,0.5,RENT,Low,45000,2450, 36 months,INDIVIDUAL,moving,High,Good Loan,19.47,D,29.68,2528.69,2450.0,0.0,90.4,Northern-Irl
418002,13326662,2014,01/03/2014,2.0,RENT,Low,68000,19000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,19.87,13346.13,10216.2,0.0,635.53,leinster
418004,13306630,2014,01/03/2014,0.5,MORTGAGE,Low,45000,18900, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,22.8,10624.11,4580.75,0.0,505.91,Northern-Irl
418005,13356658,2014,01/03/2014,5.0,MORTGAGE,Low,32000,6200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.99,E,25.96,4971.75,3119.52,0.0,236.75,cannught
418006,13316626,2014,01/03/2014,2.0,RENT,Low,60000,19075, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,15.52,13936.56,10837.22,0.0,633.48,Northern-Irl
418008,13326547,2014,01/03/2014,10.0,RENT,Low,60000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,18.25,D,25.6,10732.88,1890.82,4235.63,638.25,cannught
418009,13356704,2014,01/03/2014,5.0,RENT,Low,45300,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,31.17,8570.1,6401.61,0.0,408.1,ulster
418011,13286677,2014,01/03/2014,1.0,RENT,Low,34419,12375, 60 months,INDIVIDUAL,major_purchase,High,Good Loan,20.49,E,9.9,6956.25,2999.29,0.0,331.25,munster
418012,13356618,2014,01/03/2014,5.0,MORTGAGE,Low,52000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,4.85,5054.13,5000.0,0.0,168.45,munster
418013,13296569,2014,01/03/2014,0.5,MORTGAGE,Low,48000,5500, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.59,D,22.06,1069.64,485.69,289.76,194.97,munster
418014,13316578,2014,01/03/2014,10.0,RENT,Low,40000,16750, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,14.16,C,20.73,8385.36,4818.32,1500.0,573.78,cannught
418015,13366576,2014,01/03/2014,6.05,RENT,Low,31000,10000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,17.57,D,9.18,1761.27,769.5,0.0,251.61,cannught
418016,13366640,2014,01/03/2014,0.5,RENT,Low,70000,12000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.9,A,13.51,8001.84,6609.79,0.0,381.04,leinster
418018,13276632,2014,01/03/2014,2.0,MORTGAGE,Low,52000,3500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,24.74,2360.4,1918.14,0.0,112.4,ulster
418019,13316567,2014,01/03/2014,4.0,RENT,Medium,160000,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,24.08,F,12.06,8318.99,1561.14,3278.14,691.55,ulster
418020,13326573,2014,01/03/2014,2.0,RENT,Low,63000,15000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,17.57,10508.08,8092.94,0.0,498.15,Northern-Irl
418021,13306580,2014,01/03/2014,10.0,RENT,Low,80000,35000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,26.48,40990.15,35000.0,0.0,1198.94,cannught
418022,13336680,2014,01/03/2014,10.0,RENT,Low,65000,5600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,11.61,6245.3,5600.0,0.0,179.83,Northern-Irl
418024,13306682,2014,01/03/2014,10.0,MORTGAGE,Medium,180000,24000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.62,A,9.75,15705.48,13332.02,0.0,747.88,Northern-Irl
418025,13346659,2014,01/03/2014,10.0,MORTGAGE,Low,88983,13500, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,16.31,6983.55,3527.29,0.0,332.55,ulster
418027,13306667,2014,01/03/2014,3.0,RENT,Low,81000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,10.09,14048.58,10753.92,0.0,668.98,Northern-Irl
418028,13286544,2014,01/03/2014,6.0,RENT,Low,49000,9000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,26.59,9626.58,9000.0,0.0,294.61,ulster
418029,13276566,2014,01/03/2014,2.0,RENT,Low,37700,6675, 36 months,INDIVIDUAL,car,High,Bad Loan,25.8,G,32.16,2102.22,516.86,895.19,268.23,leinster
418030,13366609,2014,01/03/2014,10.0,RENT,Low,38000,4500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.47,D,8.75,4782.896401,4500.0,0.0,166.03,leinster
418031,13296552,2014,01/03/2014,10.0,RENT,Low,49000,8000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,34.46,5659.92,4287.09,0.0,269.52,Northern-Irl
418033,13366572,2014,01/03/2014,0.5,OWN,Low,40000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,30.15,8489.67,6430.4,0.0,404.27,leinster
418034,13286590,2014,01/03/2014,10.0,MORTGAGE,Low,71940,4400, 36 months,INDIVIDUAL,major_purchase,Low,Good Loan,7.9,A,2.1,3826.08,3421.0,0.0,137.68,cannught
418035,13326516,2014,01/03/2014,10.0,MORTGAGE,Low,61000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,8.97,6766.65,6000.0,0.0,202.14,cannught
418036,13326673,2014,01/03/2014,10.0,RENT,Low,57681,1000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,24.75,724.29,529.86,0.0,34.49,Northern-Irl
418037,13316644,2014,01/03/2014,7.0,RENT,Low,50000,15000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,17.33,16997.41,15000.0,0.0,513.84,ulster
418038,13286532,2014,01/03/2014,5.0,MORTGAGE,Medium,105000,25000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,4.83,11808.93,7050.56,0.0,562.33,ulster
418039,13316582,2014,01/03/2014,9.0,RENT,Low,30000,13200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,31.12,15269.03,13200.0,0.0,461.54,leinster
418040,13296573,2014,01/03/2014,0.5,RENT,Low,36000,10075, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,31.06,7366.59,5313.71,0.0,350.79,munster
418041,13276588,2014,01/03/2014,6.05,MORTGAGE,Low,48600,17425, 60 months,INDIVIDUAL,renewable_energy,High,Good Loan,20.49,E,25.31,9794.82,4223.07,0.0,466.42,ulster
418042,13316553,2014,01/03/2014,3.0,RENT,Low,61000,3000, 36 months,INDIVIDUAL,car,High,Good Loan,15.31,C,11.59,2193.66,1582.4,0.0,104.46,Northern-Irl
418044,13286525,2014,01/03/2014,4.0,RENT,Low,24000,5000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,4.4,3436.4,2914.34,0.0,156.46,leinster
418045,13296570,2014,01/03/2014,6.0,RENT,Low,61000,14700, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,18.49,7604.31,3840.83,0.0,362.11,leinster
418046,13306577,2014,01/03/2014,1.0,MORTGAGE,Low,80000,19925, 60 months,INDIVIDUAL,credit_card,High,Good Loan,24.08,F,27.62,12056.73,4497.23,0.0,574.13,leinster
418047,13336660,2014,01/03/2014,7.0,MORTGAGE,Low,81624,15000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,14.16,C,21.17,7355.67,4101.9,0.0,350.27,ulster
418048,13366701,2014,01/03/2014,0.5,MORTGAGE,Low,85000,16000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,19.5,11238.99,8603.28,0.0,535.19,leinster
418049,13296522,2014,01/03/2014,5.0,RENT,Low,92500,35000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,16.59,D,24.84,18105.15,9144.43,0.0,862.15,Northern-Irl
418050,13286652,2014,01/03/2014,0.5,MORTGAGE,Medium,145000,19000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,9.52,21514.6,19000.0,0.0,655.3,ulster
418051,13336569,2014,01/03/2014,1.0,MORTGAGE,Low,62400,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,25.52,14387.31,10631.97,0.0,685.11,leinster
418052,13336578,2014,01/03/2014,10.0,MORTGAGE,Low,70000,11200, 60 months,INDIVIDUAL,other,High,Bad Loan,15.31,C,12.57,5365.6,2836.26,0.0,268.28,ulster
418053,13326608,2014,01/03/2014,10.0,RENT,Low,34000,13500, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,12.99,B,27.96,6376.16,3241.51,1828.06,454.81,leinster
418057,13206245,2014,01/03/2014,10.0,RENT,Low,35534,6250, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,14.56,7449.14,6250.0,0.0,218.53,munster
418058,13256552,2014,01/03/2014,6.0,MORTGAGE,Low,50000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,20.91,5619.6,4301.76,0.0,267.6,munster
418059,13188057,2014,01/03/2014,0.5,RENT,Low,65000,4750, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.92,D,24.91,3652.53,2442.92,0.0,173.93,leinster
418060,13128827,2014,01/03/2014,10.0,OWN,Low,40000,11500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,11.64,13015.94,11500.0,0.0,400.4,leinster
418061,13138644,2014,01/03/2014,10.0,OWN,Low,31000,9000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,28.22,6276.69,4855.76,0.0,298.89,leinster
418062,13266536,2014,01/03/2014,2.0,MORTGAGE,Low,78000,12050, 60 months,INDIVIDUAL,credit_card,High,Bad Loan,24.5,F,29.43,1750.8,542.4,0.0,350.16,munster
418063,13167822,2014,01/03/2014,10.0,RENT,Low,86000,10000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,14.81,10672.956,10000.0,0.0,267.68,ulster
418064,13266665,2014,01/03/2014,9.0,OWN,Low,50000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.9,A,17.31,5256.93,4435.94,0.0,250.33,leinster
418065,13108391,2014,01/03/2014,5.0,MORTGAGE,Medium,120000,20000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.31,C,26.55,13927.0,9974.68,0.0,696.35,leinster
418066,13177641,2014,01/03/2014,6.0,MORTGAGE,Low,42000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,11.83,17375.54,15000.0,0.0,382.95,leinster
418067,13226538,2014,01/03/2014,10.0,MORTGAGE,Low,100000,12900, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,6.41,15098.21,12900.0,0.0,304.46,munster
418068,13246630,2014,01/03/2014,3.0,MORTGAGE,Low,30232,11000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.59,D,25.84,4064.4,1966.63,0.0,270.96,leinster
418070,13137959,2014,01/03/2014,3.0,RENT,Low,100000,24000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,23.98,12152.28,6387.68,0.0,578.68,ulster
418071,13138569,2014,01/03/2014,10.0,MORTGAGE,Low,85000,24000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,16.18,15770.37,13307.37,0.0,750.97,leinster
418072,13226497,2014,01/03/2014,10.0,RENT,Low,43000,5600, 36 months,INDIVIDUAL,major_purchase,Low,Good Loan,12.99,B,5.86,6490.72,5600.0,0.0,188.66,ulster
418073,13266583,2014,01/03/2014,0.5,RENT,Low,23000,8200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,12.01,6307.84,4552.14,0.0,286.72,leinster
