id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
303276,28142188,2014,01/09/2014,8.0,OWN,Low,49028,4000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,12.85,4224.73,4000.0,0.0,137.67,munster
303277,28182276,2014,01/09/2014,2.0,RENT,Low,78500,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,24.48,5738.25,4604.03,0.0,382.55,Northern-Irl
303288,28162192,2014,01/09/2014,10.0,MORTGAGE,Low,85000,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,30.27,8372.85,4537.46,0.0,558.19,cannught
303294,28172208,2014,01/09/2014,3.0,RENT,Medium,120000,30000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,22.15,E,32.96,9142.43,3348.96,0.0,831.13,leinster
303300,28042197,2014,01/09/2014,7.0,MORTGAGE,Medium,105000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,13.15,22187.99,20000.0,0.0,661.14,ulster
303302,28032263,2014,01/09/2014,2.0,RENT,Low,22000,6075, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,21.49,6755.59,6075.0,0.0,210.57,leinster
303305,28192100,2014,01/09/2014,10.0,MORTGAGE,Low,41690,3000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,22.96,1537.65,1100.36,0.0,102.51,cannught
303318,28252297,2014,01/09/2014,10.0,MORTGAGE,Low,64000,9600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,20.63,10603.69,9599.99,0.0,325.09,Northern-Irl
303340,27582328,2014,01/09/2014,10.0,MORTGAGE,Medium,175606,23200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,13.85,11890.5,8508.77,0.0,792.7,leinster
303341,28211997,2014,01/09/2014,7.0,RENT,Low,37000,5600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,27.89,2911.5,2034.19,0.0,194.1,munster
303350,28032018,2014,01/09/2014,0.5,RENT,Low,43800,9000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,13.62,4612.8,3300.93,0.0,307.52,ulster
303351,28062001,2014,01/09/2014,2.0,RENT,Low,29000,13050, 60 months,INDIVIDUAL,credit_card,High,Good Loan,18.24,D,27.15,4996.5,2251.66,0.0,333.1,munster
303352,28272014,2014,01/09/2014,0.5,RENT,Low,73000,1000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,26.93,819.28,709.02,0.0,33.45,ulster
303367,27812087,2014,01/09/2014,10.0,RENT,Low,80000,16800, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,14.06,7860.9,6534.12,0.0,524.06,Northern-Irl
303370,28252006,2014,01/09/2014,6.0,RENT,Low,82000,5500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,2.01,6021.41,5500.0,0.0,185.3,ulster
303371,27731985,2014,01/09/2014,10.0,MORTGAGE,Low,82000,28000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,26.78,10567.35,4900.67,0.0,704.49,ulster
303381,27641500,2014,01/09/2014,7.0,OWN,Low,85000,9000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,8.29,4419.15,3395.14,0.0,294.61,munster
303387,28272041,2014,01/09/2014,2.0,MORTGAGE,Low,65000,3000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,31.61,1418.25,1159.31,0.0,94.55,cannught
303394,28092052,2014,01/09/2014,10.0,MORTGAGE,Low,60000,1000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,15.7,456.6,394.93,0.0,30.44,ulster
303409,28272076,2014,01/09/2014,10.0,MORTGAGE,Low,66000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,11.96,4910.1,3772.31,0.0,327.34,Northern-Irl
303412,28262096,2014,01/09/2014,10.0,MORTGAGE,Low,70000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,11.07,8431.79,8000.0,0.0,255.04,Northern-Irl
303415,28262105,2014,01/09/2014,10.0,OWN,Low,60000,8500, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,11.67,B,27.38,1966.93,1429.46,0.0,280.99,leinster
303417,14629329,2014,01/09/2014,1.0,RENT,Low,15671,5475, 36 months,INDIVIDUAL,car,High,Good Loan,15.61,D,21.99,2871.6,1977.12,0.0,191.44,ulster
303419,28052069,2014,01/09/2014,9.0,MORTGAGE,Low,75300,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,27.59,5820.9,4562.5,0.0,388.06,cannught
303433,27722160,2014,01/09/2014,0.5,RENT,Low,35000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,27.02,10717.83,10000.0,0.0,334.49,Northern-Irl
303439,28182001,2014,01/09/2014,10.0,RENT,Low,64000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,21.47,3743.25,3111.45,0.0,249.55,munster
303447,28222018,2014,01/09/2014,2.0,RENT,Low,66000,4000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.12,A,14.87,1857.08,1563.87,0.0,123.73,cannught
303460,28162078,2014,01/09/2014,1.0,MORTGAGE,Low,70000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,29.09,3010.5,2231.87,0.0,200.7,leinster
303463,28082018,2014,01/09/2014,2.0,RENT,Low,50000,8000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,32.65,4100.25,2934.14,0.0,273.35,ulster
303465,28082012,2014,01/09/2014,2.0,MORTGAGE,Low,36000,10325, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.99,E,16.53,4016.7,1751.73,0.0,267.78,ulster
303470,28222078,2014,01/09/2014,10.0,OWN,Low,45000,7325, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.29,D,29.73,3878.7,2627.89,0.0,258.58,leinster
303477,28121999,2014,01/09/2014,10.0,RENT,Low,25000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,12.99,C,27.8,1957.52,700.96,946.82,202.14,ulster
303488,28152014,2014,01/09/2014,3.0,RENT,Medium,115000,12000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.67,B,29.25,13093.11,12000.0,0.0,396.69,leinster
303490,28182083,2014,01/09/2014,5.0,MORTGAGE,Medium,118000,2000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,23.29,2143.08,2000.0,0.0,63.76,ulster
303491,28242033,2014,01/09/2014,10.0,MORTGAGE,Medium,170000,23000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,27.67,7060.05,4882.44,0.0,470.67,Northern-Irl
303500,28252073,2014,01/09/2014,10.0,RENT,Low,25000,1500, 36 months,INDIVIDUAL,other,High,Bad Loan,19.52,E,24.92,219.12,0.0,219.12,55.38,cannught
303515,28252041,2014,01/09/2014,10.0,MORTGAGE,Medium,120000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,19.23,5431.56,5000.0,0.0,170.84,cannught
303518,28192054,2014,01/09/2014,8.0,MORTGAGE,Low,98000,10125, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,24.44,5080.05,3766.1,0.0,338.67,leinster
303519,28232048,2014,01/09/2014,2.0,OWN,Low,60000,3000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,27.66,1548.75,1094.98,0.0,103.25,Northern-Irl
303529,28261999,2014,01/09/2014,2.0,MORTGAGE,Medium,125000,19500, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.98,C,11.94,6423.49,2247.28,3092.09,666.28,ulster
303530,28182089,2014,01/09/2014,7.0,MORTGAGE,Low,95000,10000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,6.3,3439.95,1916.01,0.0,229.33,Northern-Irl
303531,28242004,2014,01/09/2014,8.0,RENT,Medium,111000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,23.49,5017.35,3719.63,0.0,334.49,ulster
303534,27521464,2014,01/09/2014,10.0,MORTGAGE,Low,45000,2000, 36 months,INDIVIDUAL,medical,Low,Good Loan,7.69,A,18.13,935.85,777.9,0.0,62.39,munster
303539,28052044,2014,01/09/2014,10.0,RENT,Low,43000,11000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.24,D,37.23,4416.0,2039.71,0.0,280.77,ulster
303561,27922034,2014,01/09/2014,0.5,RENT,Low,44000,2100, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.29,D,17.92,1112.1,753.52,0.0,74.14,munster
303567,27802056,2014,01/09/2014,4.0,MORTGAGE,Low,56000,8000, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,15.61,D,35.62,3636.36,2470.5,0.0,279.72,cannught
303568,27942025,2014,01/09/2014,10.0,MORTGAGE,Low,50000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,8.92,6238.95,4359.0,0.0,415.93,cannught
303602,27610759,2014,01/09/2014,9.0,MORTGAGE,Low,94000,19000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.39,A,20.52,8982.3,7342.35,0.0,598.82,cannught
303609,27942024,2014,01/09/2014,6.05,MORTGAGE,Low,55000,13000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,21.65,6522.6,4835.56,0.0,434.84,leinster
303611,27991992,2014,01/09/2014,7.0,MORTGAGE,Low,85000,20000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.17,B,30.62,9563.7,7673.33,0.0,637.58,cannught
303613,28002011,2014,01/09/2014,5.0,RENT,Low,58800,6300, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,13.35,C,8.29,1920.06,1348.16,0.0,213.34,ulster
303615,27522144,2014,01/09/2014,10.0,MORTGAGE,Low,38000,3500, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,13.35,C,23.03,1777.8,1291.33,0.0,118.52,leinster
303617,27952066,2014,01/09/2014,9.0,RENT,Low,30800,6000, 36 months,INDIVIDUAL,other,High,Bad Loan,16.29,D,31.76,2541.72,1686.57,0.0,211.81,ulster
303619,28011991,2014,01/09/2014,5.0,RENT,Low,60000,16000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,20.46,7761.15,6083.24,0.0,517.41,ulster
303623,27571331,2014,01/09/2014,10.0,RENT,Low,52679,2100, 36 months,INDIVIDUAL,other,High,Good Loan,13.98,C,13.28,1076.4,770.3,0.0,71.76,Northern-Irl
303626,27982102,2014,01/09/2014,6.0,MORTGAGE,Low,72000,17250, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.99,E,19.75,6710.7,2926.62,0.0,447.38,leinster
303632,28012023,2014,01/09/2014,10.0,MORTGAGE,Low,29472,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,30.7,3613.8,2554.98,0.0,240.92,leinster
303636,27982106,2014,01/09/2014,10.0,MORTGAGE,Low,66000,2500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,18.56,2749.34,2500.0,0.0,85.42,leinster
303648,27832009,2014,01/09/2014,4.0,OWN,Low,44500,7000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.49,A,18.42,3217.8,2752.64,0.0,214.52,Northern-Irl
303651,27862005,2014,01/09/2014,10.0,MORTGAGE,Low,75000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,9.1,8925.45,6747.16,0.0,595.03,cannught
303658,27561937,2014,01/09/2014,10.0,MORTGAGE,Low,33000,10225, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,14.69,3270.15,2094.05,0.0,218.01,Northern-Irl
303659,27852007,2014,01/09/2014,10.0,RENT,Low,50000,9000, 36 months,INDIVIDUAL,other,Low,Good Loan,8.39,A,12.17,4254.75,3477.93,0.0,283.65,ulster
303661,27921986,2014,01/09/2014,2.0,RENT,Low,60000,10000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.99,D,18.46,1242.4,549.83,0.0,248.48,leinster
303664,27982032,2014,01/09/2014,10.0,MORTGAGE,Low,72000,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.29,D,38.15,8810.1,4318.74,0.0,587.34,leinster
303666,27942053,2014,01/09/2014,0.5,RENT,Low,57000,11000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.49,A,18.32,5056.35,4325.37,0.0,337.09,Northern-Irl
303670,28011994,2014,01/09/2014,10.0,RENT,Low,75000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.52,E,32.53,9919.57,4187.77,0.0,655.69,leinster
303671,28012049,2014,01/09/2014,10.0,RENT,Low,57000,9500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,36.72,4970.3,3450.9,0.0,329.28,Northern-Irl
303675,27942052,2014,01/09/2014,5.0,MORTGAGE,Low,70000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,10.08,2946.15,2263.48,0.0,196.41,munster
303679,27581806,2014,01/09/2014,3.0,MORTGAGE,Low,74400,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,14.87,4910.1,3772.31,0.0,327.34,Northern-Irl
303683,27812009,2014,01/09/2014,5.0,RENT,Low,80000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,10.15,B,13.21,4387.92,1821.53,1912.57,485.07,leinster
303684,27822039,2014,01/09/2014,10.0,MORTGAGE,Low,60000,12000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,11.67,B,7.1,5553.66,4155.42,0.0,396.69,ulster
303693,27912008,2014,01/09/2014,2.0,OWN,Low,40000,6000, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,13.98,C,7.17,1845.09,1274.22,0.0,205.01,leinster
303695,27721966,2014,01/09/2014,10.0,MORTGAGE,Low,35000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,10.49,5354.41,5000.0,0.0,161.69,leinster
303696,27942051,2014,01/09/2014,4.0,RENT,Low,19200,6825, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,27.5,7349.21,6825.0,0.0,229.93,ulster
303697,27891987,2014,01/09/2014,10.0,RENT,Low,47500,9000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,24.13,4254.75,3477.93,0.0,283.65,leinster
303700,27731608,2014,01/09/2014,5.0,RENT,Low,56000,8500, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.99,C,17.38,6919.3,5911.13,0.0,294.62,ulster
303705,27791994,2014,01/09/2014,7.0,RENT,Low,36000,3000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.12,A,22.48,1392.0,1172.95,0.0,92.8,leinster
303710,27591928,2014,01/09/2014,8.0,MORTGAGE,Low,75000,9600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,23.6,4382.85,3790.81,0.0,292.19,cannught
303721,28001993,2014,01/09/2014,2.0,MORTGAGE,Medium,110000,10800, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.12,A,14.23,11235.56,10800.0,0.0,334.07,munster
303722,27512373,2014,01/09/2014,0.5,RENT,Low,30000,8000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,23.28,8809.8,8000.0,0.0,275.33,ulster
303723,27942040,2014,01/09/2014,10.0,RENT,Low,50000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,16.03,4910.1,3772.31,0.0,327.34,cannught
