id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
397734,15280332,2014,01/04/2014,4.0,RENT,Medium,186000,34350, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,25.8,G,8.58,20488.0,7050.71,0.0,1024.4,leinster
397735,15209351,2014,01/04/2014,4.0,RENT,Low,70000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.65,C,27.88,8162.0,6061.07,0.0,408.1,leinster
397741,15311043,2014,01/04/2014,6.05,RENT,Low,25584,10000, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,14.16,C,11.02,2740.48,1872.45,0.0,342.56,ulster
397768,14778892,2014,01/04/2014,1.0,RENT,Low,50000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,18.92,D,21.87,6215.28,2653.6,0.0,517.94,munster
397794,14500122,2014,01/04/2014,8.0,MORTGAGE,Medium,160000,14000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,15.41,14789.928219999998,14000.0,0.0,464.94,leinster
397814,14619192,2014,01/04/2014,1.0,RENT,Low,19500,4200, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.65,C,13.11,2856.8,2121.49,0.0,142.84,ulster
397817,15450822,2014,01/04/2014,10.0,MORTGAGE,Medium,130000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,11.06,6642.0,5112.03,0.0,332.1,Northern-Irl
397823,15489657,2014,01/04/2014,10.0,RENT,Low,45000,11000, 60 months,INDIVIDUAL,major_purchase,High,Good Loan,18.25,D,12.96,5616.6,2630.82,0.0,280.83,ulster
397845,15470924,2014,01/04/2014,3.0,MORTGAGE,Low,34384,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,12.79,3928.2,3089.42,0.0,196.41,leinster
397852,15460915,2014,01/04/2014,7.0,MORTGAGE,Low,58000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,14.38,10595.4,4621.18,0.0,529.77,cannught
397853,15450899,2014,01/04/2014,6.05,MORTGAGE,Low,57000,22500, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,24.54,25288.45,22500.0,0.0,538.95,ulster
397854,15440857,2014,01/04/2014,4.0,OWN,Low,72000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,3.27,10436.12664,10000.0,0.0,327.34,Northern-Irl
397861,15440792,2014,01/04/2014,6.0,RENT,Low,65000,19500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,30.99,14492.0,9396.45,0.0,724.6,munster
397862,15440893,2014,01/04/2014,6.05,MORTGAGE,Low,85000,5600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.62,A,1.32,5810.18,5600.0,0.0,171.95,cannught
397866,15490829,2014,01/04/2014,10.0,RENT,Low,39000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,26.58,5352.0,4075.01,0.0,267.6,cannught
397874,15410903,2014,01/04/2014,1.0,RENT,Low,76000,28000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.92,D,14.87,34167.64,28000.0,0.0,725.11,leinster
397881,15280368,2014,01/04/2014,6.0,MORTGAGE,Low,80000,29575, 60 months,INDIVIDUAL,credit_card,High,Good Loan,18.25,D,7.17,15100.8,7073.08,0.0,755.04,cannught
397889,15380827,2014,01/04/2014,2.0,RENT,Low,59000,18625, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.64,C,19.98,12847.4,9339.45,0.0,642.37,ulster
397897,15290865,2014,01/04/2014,0.5,RENT,Low,12000,1500, 36 months,INDIVIDUAL,other,High,Good Loan,19.99,E,31.3,1114.8,722.84,0.0,55.74,leinster
397898,15380920,2014,01/04/2014,4.0,MORTGAGE,Low,72000,10000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,7.1,4790.6,2532.25,0.0,239.53,ulster
397919,15419896,2014,01/04/2014,2.0,MORTGAGE,Low,48000,19200, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,19.7,18426.6,14559.36,0.0,671.33,Northern-Irl
397927,15260813,2014,01/04/2014,1.0,RENT,Low,48000,20000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,C,30.45,9644.6,5035.42,0.0,482.23,Northern-Irl
397932,15330209,2014,01/04/2014,8.0,RENT,Medium,125000,6775, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,7.22,4565.0,3438.5,0.0,228.25,leinster
397944,15340807,2014,01/04/2014,8.0,RENT,Low,31000,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,23.96,4795.8,3524.88,0.0,239.79,leinster
397973,15089095,2014,01/04/2014,10.0,MORTGAGE,Medium,120000,15000, 36 months,INDIVIDUAL,other,Low,Good Loan,11.99,B,11.4,16578.63,15000.0,0.0,498.15,leinster
397979,14748866,2014,01/04/2014,6.05,MORTGAGE,Low,41000,4725, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,5.85,3237.2,2377.71,0.0,161.86,ulster
397987,12448899,2014,01/04/2014,10.0,MORTGAGE,Low,95000,24000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.9,A,28.9,15019.4,12631.24,0.0,750.97,cannught
397988,11965713,2014,01/04/2014,7.0,OWN,Low,70000,22175, 60 months,INDIVIDUAL,credit_card,High,Bad Loan,18.92,D,21.94,5742.6,2412.61,0.0,574.26,Northern-Irl
397990,14609373,2014,01/04/2014,1.0,RENT,Low,30000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,12.8,6475.19,6000.0,0.0,192.68,ulster
397992,15260790,2014,01/04/2014,3.0,MORTGAGE,High,220000,25000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,12.42,17002.37,12868.83,0.0,842.23,Northern-Irl
398022,15390782,2014,01/04/2014,10.0,MORTGAGE,Low,92000,2000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.9,A,20.17,1251.8,1052.8,0.0,62.59,leinster
398024,15460624,2014,01/04/2014,10.0,RENT,Low,46000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.59,D,8.77,3190.5,2192.73,0.0,177.25,leinster
398025,15490644,2014,01/04/2014,4.0,MORTGAGE,Low,80400,9600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.92,D,18.58,10811.11,9600.0,0.0,351.51,leinster
398055,15450709,2014,01/04/2014,6.0,MORTGAGE,Low,94000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,18.41,6851.2,5032.17,0.0,342.56,leinster
398060,15470789,2014,01/04/2014,9.0,MORTGAGE,Low,47498,7750, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.64,C,27.29,5346.0,3886.33,0.0,267.3,Northern-Irl
398064,15390744,2014,01/04/2014,6.05,RENT,Low,83640,15000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,18.25,D,25.29,17520.14,15000.0,0.0,544.17,munster
398093,15320347,2014,01/04/2014,5.0,MORTGAGE,Medium,180000,7500, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,7.62,A,3.99,4674.4,3955.21,0.0,233.72,cannught
398103,15330769,2014,01/04/2014,2.0,MORTGAGE,Low,71000,13000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.9,A,29.5,14391.02,13000.0,0.0,412.8,Northern-Irl
398104,15290373,2014,01/04/2014,6.0,MORTGAGE,Low,55000,10975, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.49,E,22.87,14212.34,10975.0,0.0,293.78,leinster
398109,15390192,2014,01/04/2014,10.0,MORTGAGE,Low,85000,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,19.65,21795.94524,20000.0,0.0,689.79,Northern-Irl
398112,15359799,2014,01/04/2014,10.0,RENT,Low,60000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,20.3,6898.0,5014.54,0.0,344.9,munster
398130,15360697,2014,01/04/2014,1.0,OWN,Low,52000,15000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,12.97,17416.53,15000.0,0.0,333.6,leinster
398132,15280747,2014,01/04/2014,7.0,OWN,Low,56000,3000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,15.42,1926.8,1559.32,0.0,96.34,Northern-Irl
398142,15390249,2014,01/04/2014,0.5,RENT,Low,50000,1675, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,11.28,1019.6,893.15,0.0,50.98,Northern-Irl
398152,12306895,2014,01/04/2014,10.0,MORTGAGE,Low,93000,9600, 36 months,INDIVIDUAL,small_business,High,Good Loan,14.64,C,4.41,11132.17,9600.0,0.0,331.1,leinster
398155,15260367,2014,01/04/2014,10.0,MORTGAGE,Low,61800,16500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.62,A,15.39,17576.44,16500.0,0.0,506.62,cannught
398156,15250407,2014,01/04/2014,5.0,MORTGAGE,Low,24960,2200, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.16,C,12.93,2276.13,2200.0,0.0,75.37,cannught
398176,15229414,2014,01/04/2014,8.0,MORTGAGE,Low,60000,14000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,10.8,16208.62,14000.0,0.0,318.48,leinster
398191,11717989,2014,01/04/2014,3.0,OWN,Low,78255,18700, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,17.62,9979.91,4320.91,0.0,495.34,leinster
398214,15440655,2014,01/04/2014,10.0,MORTGAGE,Low,63800,12650, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,16.67,13785.01,12650.0,0.0,423.13,ulster
398244,15330561,2014,01/04/2014,2.0,MORTGAGE,Low,78000,18000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,19.47,D,8.21,22198.09,18000.0,0.0,471.6,leinster
398245,15380589,2014,01/04/2014,9.0,RENT,Low,60995,30475, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,23.78,20387.2,15522.6,0.0,1019.36,munster
398259,15360538,2014,01/04/2014,10.0,RENT,Low,65000,13200, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.59,D,9.38,6503.2,3261.15,0.0,325.16,Northern-Irl
398268,15410654,2014,01/04/2014,10.0,MORTGAGE,Low,66000,23000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,10.4,23763.25,23000.0,0.0,609.24,cannught
398274,15399782,2014,01/04/2014,2.0,RENT,Low,49700,4400, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.99,B,16.11,2922.6,2249.43,0.0,146.13,cannught
398302,15350678,2014,01/04/2014,4.0,MORTGAGE,Low,45000,10250, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,3.31,12715.85,10250.0,0.0,261.68,cannught
398307,15380563,2014,01/04/2014,7.0,MORTGAGE,Low,93000,21600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.9,A,23.16,13517.4,11368.05,0.0,675.87,leinster
398370,14417866,2014,01/04/2014,10.0,MORTGAGE,Low,98000,10450, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,15.87,10854.52,10449.99,0.0,251.97,cannught
398377,15260589,2014,01/04/2014,10.0,RENT,Low,68589,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,25.83,G,9.8,14323.2,4923.1,0.0,716.16,cannught
398385,15289745,2014,01/04/2014,10.0,RENT,Low,88000,24000, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,15.61,C,20.05,10069.92,6796.15,0.0,839.16,munster
398398,14799164,2014,01/04/2014,10.0,MORTGAGE,Low,46000,5800, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.67,B,15.39,3725.2,3014.74,0.0,186.26,leinster
398399,15229413,2014,01/04/2014,10.0,RENT,Low,38000,15000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,12.49,B,17.06,2006.96,1404.19,0.0,501.74,leinster
398409,12997849,2014,01/04/2014,3.0,MORTGAGE,Low,95000,13600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,7.29,8903.8,7002.56,0.0,445.19,munster
398417,15480493,2014,01/04/2014,10.0,MORTGAGE,Medium,110000,29700, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,7.1,20011.4,15073.06,0.0,1000.57,ulster
398419,15490401,2014,01/04/2014,10.0,MORTGAGE,Low,54879,7000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,22.65,5202.2,3373.02,0.0,260.11,Northern-Irl
398422,15470202,2014,01/04/2014,7.0,RENT,Low,50000,20000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,29.05,13927.0,9979.63,0.0,696.35,Northern-Irl
398429,15460497,2014,01/04/2014,7.0,MORTGAGE,Medium,115000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.67,B,23.63,19061.12,18000.0,0.0,578.03,ulster
398436,15330432,2014,01/04/2014,5.0,RENT,Low,42500,8000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.31,C,9.86,5561.32,3991.84,0.0,278.54,Northern-Irl
398448,15320556,2014,01/04/2014,10.0,RENT,Low,35000,6000, 36 months,INDIVIDUAL,small_business,High,Good Loan,18.25,D,15.64,7202.22,6000.0,0.0,217.67,ulster
398451,15340513,2014,01/04/2014,6.0,RENT,Medium,110000,19500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,14.03,13045.2,9944.14,0.0,652.26,leinster
398454,15450326,2014,01/04/2014,10.0,MORTGAGE,Low,85498,13800, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.92,D,6.77,15035.98672,13800.0,0.0,505.3,cannught
398455,15440496,2014,01/04/2014,2.0,MORTGAGE,Low,85000,10075, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,28.94,5144.4,2409.71,0.0,257.22,cannught
398456,15450525,2014,01/04/2014,10.0,RENT,Low,43000,2700, 36 months,INDIVIDUAL,medical,Low,Good Loan,12.49,B,13.9,2728.11,2700.0,0.0,90.32,cannught
398457,15370187,2014,01/04/2014,10.0,RENT,Medium,100750,16000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.45,E,4.35,17468.70772,16000.0,0.0,446.01,Northern-Irl
398463,15330443,2014,01/04/2014,2.0,RENT,Low,31000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,14.63,4110.8,3019.39,0.0,205.54,cannught
398465,15339794,2014,01/04/2014,10.0,MORTGAGE,Low,88000,14400, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.16,C,13.13,15547.40067,14400.0,0.0,336.26,munster
398469,15450466,2014,01/04/2014,0.5,RENT,Low,48715,7700, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,4.19,5114.4,3936.33,0.0,255.72,leinster
398473,15370150,2014,01/04/2014,10.0,RENT,Low,50000,21000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,11.59,10126.8,5287.16,0.0,506.34,munster
398478,15370438,2014,01/04/2014,10.0,RENT,Low,38396,2750, 36 months,INDIVIDUAL,moving,Low,Good Loan,12.49,B,17.17,1839.8,1400.84,0.0,91.99,cannught
398485,15440569,2014,01/04/2014,9.0,MORTGAGE,High,350000,28500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,10.83,31231.9492,28500.0,0.0,996.5,Northern-Irl
398491,15280552,2014,01/04/2014,4.0,RENT,Medium,109258,27000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.47,D,16.74,16240.4,8688.26,0.0,707.4,Northern-Irl
398492,15450452,2014,01/04/2014,10.0,RENT,Low,49000,6000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,17.78,4042.8,3045.17,0.0,202.14,munster
398503,15450426,2014,01/04/2014,7.0,MORTGAGE,Low,57000,16500, 60 months,INDIVIDUAL,medical,High,Good Loan,22.45,E,12.63,9199.0,3628.38,0.0,459.95,Northern-Irl
398504,15370398,2014,01/04/2014,0.5,RENT,Medium,150000,20000, 36 months,INDIVIDUAL,car,High,Good Loan,14.64,C,4.56,21600.14,20000.0,0.0,689.79,leinster
398505,15350461,2014,01/04/2014,1.0,MORTGAGE,Low,42000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,11.83,6642.0,5112.03,0.0,332.1,leinster
398509,15330481,2014,01/04/2014,10.0,OWN,Low,53000,4400, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.99,E,30.14,3360.4,2088.29,0.0,168.02,cannught
398518,15410542,2014,01/04/2014,9.0,MORTGAGE,Medium,176600,22400, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,C,16.2,11342.1,5961.8,0.0,540.1,munster
398558,15410339,2014,01/04/2014,3.0,RENT,Low,48000,18000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,18.92,D,11.08,21917.56,18000.0,0.0,466.14,cannught
398579,15250442,2014,01/04/2014,10.0,MORTGAGE,Low,68000,28500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,15.8,30496.26327,28500.0,0.0,1024.21,munster
398590,15239706,2014,01/04/2014,7.0,RENT,Low,29500,4950, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,B,32.71,3335.4,2512.36,0.0,166.77,Northern-Irl
398606,12154819,2014,01/04/2014,0.5,RENT,Low,50000,7375, 36 months,INDIVIDUAL,house,High,Good Loan,21.18,E,3.77,8340.378634,7375.0,0.0,278.54,munster
398609,15149293,2014,01/04/2014,2.0,RENT,Low,33500,4800, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.25,D,25.98,3482.8,2343.53,0.0,174.14,cannught
398612,14458748,2014,01/04/2014,2.0,RENT,Low,45000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,2.16,6800.89,6000.0,0.0,199.26,Northern-Irl
398616,15270431,2014,01/04/2014,10.0,MORTGAGE,Low,90000,28000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.99,E,26.19,14833.6,6469.69,0.0,741.68,cannught
398617,15270412,2014,01/04/2014,6.05,MORTGAGE,Low,62500,24000, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,15.61,C,19.7,11573.6,6042.6,0.0,578.68,ulster
398619,14438556,2014,01/04/2014,10.0,MORTGAGE,Low,70000,30750, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.47,D,18.47,16113.21,7175.84,0.0,805.65,cannught
398625,15420403,2014,01/04/2014,10.0,MORTGAGE,Low,70000,23000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.64,C,16.96,15865.2,11533.22,0.0,793.26,ulster
398635,15480354,2014,01/04/2014,10.0,RENT,Low,45000,19725, 60 months,INDIVIDUAL,credit_card,High,Good Loan,17.57,D,10.29,9925.8,4780.88,0.0,496.29,Northern-Irl
398638,15410354,2014,01/04/2014,1.0,MORTGAGE,Medium,142000,35000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,B,16.76,23582.4,17762.8,0.0,1179.12,leinster
