id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
360117,19646412,2014,01/06/2014,8.0,RENT,Low,44000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,16.37,12916.77,12000.0,0.0,382.55,leinster
360124,11427297,2014,01/06/2014,5.0,RENT,Low,25000,8875, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.99,D,30.29,1919.16,1027.44,0.0,316.38,leinster
360188,19937981,2014,01/06/2014,2.0,RENT,Low,44000,8500, 36 months,INDIVIDUAL,other,Low,Good Loan,7.12,A,26.92,5225.0,4502.46,0.0,262.93,cannught
360291,19947968,2014,01/06/2014,10.0,MORTGAGE,Medium,125000,5000, 36 months,INDIVIDUAL,home_improvement,High,Bad Loan,16.99,D,15.17,891.2,552.67,0.0,178.24,leinster
360298,19927959,2014,01/06/2014,8.0,MORTGAGE,Low,84570,24000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,29.71,10416.24,5365.67,0.0,578.68,ulster
360311,19937807,2014,01/06/2014,1.0,MORTGAGE,Medium,115000,20800, 36 months,INDIVIDUAL,debt_consolidation,Low,Bad Loan,9.17,B,17.61,9946.35,7980.37,0.0,663.09,ulster
360333,17763901,2014,01/06/2014,10.0,RENT,Low,41000,6500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,7.55,3783.6,3004.21,0.0,210.2,ulster
360369,15649936,2014,01/06/2014,10.0,MORTGAGE,Low,85000,29450, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,9.4,13337.46,6327.15,0.0,740.97,cannught
360379,17945021,2014,01/06/2014,6.0,RENT,Low,41600,14925, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,23.43,F,21.0,16074.85426,14925.0,0.0,424.44,ulster
360411,19977602,2014,01/06/2014,2.0,RENT,Low,75000,7700, 36 months,INDIVIDUAL,moving,High,Good Loan,17.57,D,14.53,9139.28,7700.0,0.0,276.72,leinster
360446,19997785,2014,01/06/2014,2.0,OWN,Low,40000,12600, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,29.87,14109.37,12600.0,0.0,430.52,ulster
360458,20007805,2014,01/06/2014,10.0,RENT,Low,46000,1200, 36 months,INDIVIDUAL,other,High,Good Loan,16.99,D,3.26,1327.17,1200.0,0.0,42.78,ulster
360486,19947798,2014,01/06/2014,6.05,OWN,Low,66000,2800, 36 months,INDIVIDUAL,vacation,High,Good Loan,17.57,D,14.18,1811.34,1218.02,0.0,100.63,ulster
360519,19887698,2014,01/06/2014,10.0,MORTGAGE,Low,30000,7500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,14.16,8091.29,7500.0,0.0,233.96,leinster
360530,19937620,2014,01/06/2014,3.0,RENT,Low,35000,15750, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,34.02,7133.04,3383.91,0.0,396.28,ulster
360539,19686340,2014,01/06/2014,10.0,MORTGAGE,Low,100000,28000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.17,B,20.24,16066.98,13042.32,0.0,892.61,cannught
360550,19887761,2014,01/06/2014,10.0,MORTGAGE,Low,95000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,11.91,6422.04,3395.68,0.0,356.78,Northern-Irl
360551,19877838,2014,01/06/2014,10.0,MORTGAGE,Low,79000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,5.89,13607.42,12297.01,0.0,478.19,ulster
360555,19907779,2014,01/06/2014,2.0,MORTGAGE,Medium,120000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,24.21,10703.16,5659.2,0.0,594.62,ulster
360582,17734987,2014,01/06/2014,6.05,OWN,Low,50000,10300, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,25.99,G,21.27,5549.94,1852.43,0.0,308.33,cannught
360583,19977563,2014,01/06/2014,3.0,MORTGAGE,Low,39000,16375, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.99,E,16.06,7644.42,3416.78,0.0,424.69,leinster
360584,19987691,2014,01/06/2014,5.0,MORTGAGE,Medium,125000,7700, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,16.99,D,3.8,548.98,333.28,0.0,274.49,leinster
360596,20007563,2014,01/06/2014,10.0,MORTGAGE,Low,42000,6500, 36 months,INDIVIDUAL,vacation,High,Good Loan,14.99,C,26.43,7238.56,6500.0,0.0,225.3,munster
360602,19977694,2014,01/06/2014,9.0,RENT,Low,38000,10000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,11.67,B,25.87,10375.2973,10000.0,0.0,330.57,munster
360609,19887600,2014,01/06/2014,0.5,RENT,Low,35000,3500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,7.54,3861.94,3500.0,0.0,113.19,leinster
360613,19936976,2014,01/06/2014,10.0,RENT,Low,100000,10400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,9.68,6127.92,4774.42,0.0,340.44,ulster
360658,19907605,2014,01/06/2014,5.0,MORTGAGE,Low,94000,6600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,C,20.49,4002.3,2981.26,0.0,222.35,leinster
360663,19977487,2014,01/06/2014,10.0,MORTGAGE,Low,100000,28000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,11.52,12152.16,6259.81,0.0,675.12,munster
360697,19887521,2014,01/06/2014,10.0,MORTGAGE,Low,42000,2800, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,20.86,1762.38,1238.06,0.0,97.91,munster
360701,19937237,2014,01/06/2014,6.0,RENT,Low,30000,6000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,13.88,3638.52,2710.3,0.0,202.14,ulster
360702,19957530,2014,01/06/2014,0.5,MORTGAGE,Low,100000,32000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,20.5,36704.83,32000.0,0.0,771.57,cannught
360723,17634803,2014,01/06/2014,3.0,RENT,Low,50002,11000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,22.15,E,7.39,5485.5,2148.33,0.0,304.75,munster
360745,19576731,2014,01/06/2014,10.0,MORTGAGE,High,208000,23500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,14.66,13846.5,10788.1,0.0,769.25,ulster
360753,19406291,2014,01/06/2014,10.0,MORTGAGE,Medium,125000,25525, 60 months,INDIVIDUAL,credit_card,High,Good Loan,16.99,D,20.52,11416.14,5549.22,0.0,634.23,munster
360754,17645698,2014,01/06/2014,10.0,MORTGAGE,Low,60320,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,18.96,28625.35,25000.0,0.0,588.08,munster
360755,17934980,2014,01/06/2014,6.0,RENT,Low,70000,23800, 60 months,INDIVIDUAL,other,High,Bad Loan,25.83,G,5.78,9674.58,1478.0,4703.25,710.19,Northern-Irl
360756,17794010,2014,01/06/2014,10.0,RENT,Low,69000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,17.57,D,9.29,10177.96,5710.59,0.0,503.21,Northern-Irl
360762,15731582,2014,01/06/2014,6.0,RENT,Low,50000,10000, 36 months,INDIVIDUAL,medical,High,Bad Loan,14.49,C,14.35,5506.72,3917.44,0.0,344.17,Northern-Irl
360777,19987475,2014,01/06/2014,10.0,MORTGAGE,Low,70000,26575, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.15,E,15.12,13252.5,5190.2,0.0,736.25,cannught
360778,19977467,2014,01/06/2014,7.0,RENT,Low,94298,23500, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,7.3,10199.16,5253.8,0.0,566.62,munster
360788,19987448,2014,01/06/2014,0.5,MORTGAGE,Medium,115000,18000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,6.03,A,13.12,18756.59,18000.0,0.0,547.84,Northern-Irl
360825,19957538,2014,01/06/2014,4.0,MORTGAGE,Low,67000,1100, 36 months,INDIVIDUAL,other,High,Good Loan,17.57,D,30.22,1221.6,1100.0,0.0,39.54,leinster
360827,19967518,2014,01/06/2014,10.0,OWN,Low,58400,2000, 36 months,INDIVIDUAL,other,High,Good Loan,18.99,E,8.82,1319.58,859.79,0.0,73.31,cannught
360829,19957463,2014,01/06/2014,0.5,RENT,Low,90000,14400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,18.73,15787.62,14400.0,0.0,465.67,munster
360850,18965890,2014,01/06/2014,10.0,MORTGAGE,Low,70000,25000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,C,19.08,10236.6,5888.72,0.0,568.7,leinster
360873,19887435,2014,01/06/2014,2.0,MORTGAGE,Medium,200000,21000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.29,D,9.35,21750.74,18093.5,0.0,513.93,ulster
360875,19907525,2014,01/06/2014,3.0,MORTGAGE,Low,52000,22875, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.2,E,18.42,28758.05,22875.0,0.0,608.6,leinster
360883,18214293,2014,01/06/2014,9.0,MORTGAGE,Low,90000,28000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.17,B,14.51,16066.98,13042.32,0.0,892.61,Northern-Irl
360899,19077116,2014,01/06/2014,3.0,RENT,Medium,105000,31500, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.35,C,19.72,36311.07,31500.0,0.0,1066.68,cannught
360902,19086107,2014,01/06/2014,2.0,MORTGAGE,Low,32000,10850, 60 months,INDIVIDUAL,home_improvement,High,Good Loan,22.15,E,19.77,5410.8,2119.15,0.0,300.6,leinster
360934,19987298,2014,01/06/2014,1.0,OWN,Low,77500,35000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,19.22,20372.76,16175.99,0.0,1131.82,munster
360935,19987306,2014,01/06/2014,9.0,RENT,Medium,102845,5000, 36 months,INDIVIDUAL,moving,Low,Good Loan,10.99,B,6.58,2946.06,2295.34,0.0,163.67,ulster
360944,19997400,2014,01/06/2014,3.0,RENT,Low,59000,24000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,18.14,14628.78,10809.13,0.0,812.71,munster
360971,20007442,2014,01/06/2014,0.5,MORTGAGE,Low,50000,8000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.49,C,17.76,4984.01,3569.6,0.0,275.33,leinster
361021,19887323,2014,01/06/2014,10.0,MORTGAGE,Low,75000,12500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,20.61,7526.16,5669.43,0.0,418.12,ulster
361039,19617717,2014,01/06/2014,5.0,RENT,Low,33000,11000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.98,C,29.56,5637.75,4034.34,0.0,375.85,munster
361047,19326069,2014,01/06/2014,6.0,OWN,Low,50000,19950, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,29.09,8922.78,4337.28,0.0,495.71,cannught
361052,19927332,2014,01/06/2014,10.0,RENT,Low,81500,17000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.35,C,12.32,3528.23,1886.72,0.0,389.86,ulster
361063,19877375,2014,01/06/2014,0.5,MORTGAGE,Low,65000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,34.18,6793.38,3222.78,0.0,377.41,cannught
361066,19887298,2014,01/06/2014,10.0,OWN,Low,70000,11000, 60 months,INDIVIDUAL,other,High,Good Loan,13.98,C,16.63,4605.12,2540.8,0.0,255.84,cannught
361074,19927312,2014,01/06/2014,0.5,RENT,Low,45000,8250, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,15.73,4861.08,3787.39,0.0,270.06,Northern-Irl
361081,19897324,2014,01/06/2014,4.0,OWN,Low,45000,8000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.39,A,28.93,4538.52,3749.64,0.0,252.14,Northern-Irl
361098,17843071,2014,01/06/2014,9.0,MORTGAGE,Low,75000,20000, 36 months,INDIVIDUAL,home_improvement,High,Bad Loan,15.61,D,26.66,6993.0,4657.51,0.0,699.3,cannught
361105,16432660,2014,01/06/2014,3.0,MORTGAGE,Low,88000,24000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,9.35,27606.05,24000.0,0.0,820.04,ulster
361110,10626624,2014,01/06/2014,1.0,MORTGAGE,Low,60000,25150, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.15,E,21.96,30130.58,25150.0,0.0,696.77,Northern-Irl
361119,19987232,2014,01/06/2014,0.5,RENT,High,405000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,25.8,G,1.33,43977.2,35000.0,0.0,1043.78,cannught
361123,19987191,2014,01/06/2014,1.0,RENT,Low,65000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,10.69,8626.05,6987.07,0.0,478.19,munster
361130,19957218,2014,01/06/2014,1.0,MORTGAGE,Low,42000,4950, 36 months,INDIVIDUAL,other,Low,Good Loan,10.99,B,26.89,5352.87,4950.0,0.0,162.04,leinster
361138,19987096,2014,01/06/2014,4.0,MORTGAGE,Medium,171000,14000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,17.1,8149.14,6470.43,0.0,452.73,leinster
361140,19917215,2014,01/06/2014,7.0,RENT,Low,39000,8500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.67,B,33.38,5057.82,3880.87,0.0,280.99,leinster
361149,19947197,2014,01/06/2014,4.0,RENT,Low,70510,8000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,17.33,4876.38,3603.18,0.0,270.91,munster
361152,19937159,2014,01/06/2014,8.0,MORTGAGE,Low,80000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,22.92,5614.92,4712.95,0.0,311.94,cannught
361156,19977162,2014,01/06/2014,10.0,RENT,Medium,110000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,11.69,5738.22,4657.71,0.0,318.79,ulster
361160,19997214,2014,01/06/2014,3.0,RENT,Low,46000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,22.44,5478.48,4774.68,0.0,304.36,leinster
361180,14620359,2014,01/06/2014,7.0,MORTGAGE,Low,100000,10000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,19.6,5912.12,4590.67,0.0,327.34,ulster
361195,19917148,2014,01/06/2014,10.0,MORTGAGE,Medium,146764,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,15.91,6510.06,3353.44,0.0,361.67,Northern-Irl
361196,19897256,2014,01/06/2014,10.0,RENT,Low,62500,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,4.47,10782.93,10000.0,0.0,327.34,leinster
361214,19917183,2014,01/06/2014,10.0,MORTGAGE,Low,48000,5000, 36 months,INDIVIDUAL,other,Low,Good Loan,8.39,A,23.43,5411.41,5000.0,0.0,157.59,leinster
361219,13056670,2014,01/06/2014,4.0,MORTGAGE,High,300000,35000, 60 months,INDIVIDUAL,major_purchase,High,Good Loan,16.99,D,8.2,15653.88,7609.13,0.0,869.66,ulster
361225,19316218,2014,01/06/2014,10.0,RENT,Low,53649,23600, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,25.39,10555.2,5130.74,0.0,586.4,ulster
361234,19676617,2014,01/06/2014,0.5,RENT,Medium,105000,7000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,2.58,4214.7,3174.93,0.0,234.15,ulster
361239,17645883,2014,01/06/2014,10.0,MORTGAGE,Low,48000,18825, 60 months,INDIVIDUAL,credit_card,High,Good Loan,24.08,F,29.98,19948.28465,18825.0,0.0,542.44,cannught
361240,19486042,2014,01/06/2014,10.0,MORTGAGE,Low,66096,14175, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,22.5,8640.18,6381.64,0.0,480.01,ulster
361249,19216475,2014,01/06/2014,7.0,MORTGAGE,Low,68232,18000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,27.61,12311.1,9181.74,0.0,629.37,ulster
361261,19536068,2014,01/06/2014,7.0,RENT,Low,30000,3250, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,10.15,B,18.12,1576.5,1235.68,0.0,105.1,cannught
361275,19867333,2014,01/06/2014,5.0,OWN,High,295000,32500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,10.05,36604.68,32500.0,0.0,1094.9,Northern-Irl
361278,19917202,2014,01/06/2014,6.0,RENT,Low,59000,8800, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,7.3,5989.41,4737.4,0.0,296.47,ulster
361286,19907247,2014,01/06/2014,9.0,MORTGAGE,Low,50000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,31.47,2975.22,2282.9,0.0,165.29,leinster
361288,19586634,2014,01/06/2014,2.0,MORTGAGE,Medium,140000,33600, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,11.67,B,17.92,23352.94,18744.01,0.0,741.83,cannught
361290,19877274,2014,01/06/2014,5.0,OWN,Low,75000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,28.99,29630.82,25000.0,0.0,581.45,ulster
361292,17393244,2014,01/06/2014,2.0,RENT,Low,40000,12000, 36 months,INDIVIDUAL,other,Low,Good Loan,12.49,B,8.1,7225.02,5442.55,0.0,401.39,ulster
361304,19996807,2014,01/06/2014,2.0,MORTGAGE,Low,25000,6300, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.49,A,9.46,6367.285089,6300.0,0.0,193.07,leinster
361315,19997014,2014,01/06/2014,2.0,MORTGAGE,Medium,105000,28000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,15.61,D,14.7,10801.92,5490.23,0.0,675.12,leinster
361328,19977066,2014,01/06/2014,3.0,RENT,Low,65000,23350, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,25.99,G,13.74,5591.84,1668.48,0.0,698.98,cannught
361333,19967043,2014,01/06/2014,10.0,RENT,Low,36500,13800, 60 months,INDIVIDUAL,credit_card,High,Good Loan,17.57,D,20.95,6249.78,2964.81,0.0,347.21,cannught
361359,19927119,2014,01/06/2014,0.5,RENT,Medium,115000,4200, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.49,B,26.03,2528.82,1904.96,0.0,140.49,leinster
361362,19897155,2014,01/06/2014,7.0,MORTGAGE,High,250000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,12.92,5614.92,4712.95,0.0,311.94,cannught
361368,19917133,2014,01/06/2014,10.0,RENT,Low,65000,2000, 36 months,INDIVIDUAL,other,High,Good Loan,17.57,D,7.33,2113.354555,2000.0,0.0,71.88,leinster
361384,19887026,2014,01/06/2014,8.0,RENT,Low,80000,20825, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,19.19,9431.28,4474.07,0.0,523.96,Northern-Irl
361388,17714955,2014,01/06/2014,8.0,MORTGAGE,High,240000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,24.08,F,16.94,40634.44,35000.0,0.0,1008.51,leinster
361390,19877099,2014,01/06/2014,1.0,RENT,Low,75000,18000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,21.5,19089.97,18000.0,0.0,623.89,Northern-Irl
361399,17203369,2014,01/06/2014,6.05,OWN,Low,14400,2975, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,14.99,C,13.33,2156.24,1681.08,0.0,103.12,Northern-Irl
361408,17422763,2014,01/06/2014,10.0,RENT,Low,54000,12000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,13.69,13322.93,12000.0,0.0,410.02,ulster
361410,19896870,2014,01/06/2014,6.0,OWN,Low,68000,20000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,29.86,8477.51,4619.56,0.0,465.16,leinster
361419,18985281,2014,01/06/2014,2.0,RENT,Low,30000,8000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,11.36,4760.28,3652.56,0.0,264.46,ulster
361432,19556359,2014,01/06/2014,10.0,MORTGAGE,Low,55000,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,14.99,C,17.85,6069.76,1389.48,3215.56,570.84,munster
361433,19877161,2014,01/06/2014,0.5,RENT,Medium,106000,6500, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.35,C,6.48,1980.99,1390.93,0.0,220.11,Northern-Irl
361437,19116439,2014,01/06/2014,6.0,RENT,Low,42000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.29,D,19.43,2643.03,1240.95,0.0,293.67,ulster
361453,19917074,2014,01/06/2014,10.0,MORTGAGE,Low,63000,5000, 36 months,INDIVIDUAL,car,Low,Good Loan,10.15,B,20.17,5438.94,5000.0,0.0,161.69,Northern-Irl
361455,17463346,2014,01/06/2014,4.0,OWN,Low,33000,3075, 36 months,INDIVIDUAL,small_business,High,Good Loan,17.57,D,15.38,1989.18,1337.58,0.0,110.51,Northern-Irl
361459,19766857,2014,01/06/2014,1.0,RENT,Low,70000,17600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,15.02,10520.95,8738.37,0.0,554.7,Northern-Irl
361472,19146624,2014,01/06/2014,10.0,MORTGAGE,Medium,144000,21000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,15.49,22430.34,21000.0,0.0,655.07,cannught
361481,19687844,2014,01/06/2014,10.0,MORTGAGE,Low,50000,14400, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.29,D,19.73,14595.48,14400.0,0.0,508.33,cannught
361482,19876914,2014,01/06/2014,10.0,OWN,Low,81000,12000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,12.99,C,27.8,12985.78,12000.0,0.0,404.27,leinster
361485,19826717,2014,01/06/2014,6.0,MORTGAGE,Low,75000,20000, 60 months,INDIVIDUAL,other,High,Good Loan,19.52,E,28.1,9442.08,4127.68,0.0,524.56,ulster
361488,20006999,2014,01/06/2014,10.0,MORTGAGE,Medium,120000,12000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,7.44,4953.6,2806.72,0.0,275.2,cannught
361493,19997005,2014,01/06/2014,5.0,RENT,Low,77500,2750, 36 months,INDIVIDUAL,other,High,Good Loan,16.99,D,22.19,3233.59,2750.0,0.0,98.04,munster
361495,20006944,2014,01/06/2014,6.0,OWN,Low,34000,10800, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,23.4,4521.42,2494.64,0.0,251.19,Northern-Irl
361497,19986951,2014,01/06/2014,10.0,OWN,Low,87971,7000, 36 months,INDIVIDUAL,car,Low,Good Loan,10.15,B,27.94,7632.46,7000.0,0.0,226.37,leinster
361499,20006906,2014,01/06/2014,5.0,RENT,Low,70000,1200, 36 months,INDIVIDUAL,vacation,High,Bad Loan,17.57,D,16.17,151.79,51.49,65.53,43.13,leinster
361504,19996859,2014,01/06/2014,4.0,RENT,Low,72000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,22.15,E,15.83,3673.76,2189.14,0.0,229.61,Northern-Irl
361505,19986928,2014,01/06/2014,10.0,OWN,Low,58000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,14.65,21660.69925,20000.0,0.0,470.47,Northern-Irl
361512,19947006,2014,01/06/2014,6.0,RENT,Low,38400,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,9.54,13251.87,12000.0,0.0,388.06,leinster
361536,19936954,2014,01/06/2014,7.0,OWN,Low,60000,16800, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.98,C,13.0,3468.13,591.9,2295.91,390.74,Northern-Irl
361537,19266125,2014,01/06/2014,8.0,MORTGAGE,Low,82000,32000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,13.51,17967.6,15081.28,0.0,998.2,leinster
