id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
313928,26358060,2014,01/08/2014,3.0,OWN,Low,24500,3500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,30.72,4028.09,3500.0,0.0,124.77,leinster
313940,17693586,2014,01/08/2014,1.0,MORTGAGE,Medium,177000,15000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,9.17,B,13.47,5001.92,3356.12,0.0,312.62,Northern-Irl
313954,26257943,2014,01/08/2014,6.0,MORTGAGE,Low,82000,18000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,13.33,8765.44,7600.62,0.0,547.84,Northern-Irl
313956,26397909,2014,01/08/2014,10.0,MORTGAGE,Medium,113000,18000, 60 months,INDIVIDUAL,other,High,Good Loan,24.5,F,19.66,8369.12,2909.11,0.0,523.07,cannught
313960,24816053,2014,01/08/2014,2.0,OWN,Low,100000,30000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,14.49,C,22.14,11291.2,6022.04,0.0,705.7,munster
313963,26317963,2014,01/08/2014,10.0,MORTGAGE,Low,37000,14000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,9.21,7243.68,5702.11,0.0,452.73,leinster
313973,26217972,2014,01/08/2014,10.0,RENT,Low,74000,32500, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,20.2,E,34.61,2594.04,968.92,0.0,864.68,leinster
313974,26087872,2014,01/08/2014,8.0,MORTGAGE,Low,100000,30000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,16.99,D,8.14,32184.75,30000.0,0.0,745.42,cannught
313983,26357917,2014,01/08/2014,10.0,MORTGAGE,Low,100000,10500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,14.42,5688.96,4155.85,0.0,355.56,munster
313987,26337933,2014,01/08/2014,8.0,RENT,Low,85000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,24.27,2709.12,1979.08,0.0,169.32,ulster
313989,26287894,2014,01/08/2014,0.5,MORTGAGE,Low,70000,12000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,21.46,12379.46,12000.0,0.0,365.23,leinster
313990,26197913,2014,01/08/2014,4.0,MORTGAGE,High,355000,35000, 60 months,INDIVIDUAL,other,High,Good Loan,22.15,E,11.36,15514.4,5960.14,0.0,969.65,cannught
313994,26357897,2014,01/08/2014,10.0,OWN,Low,56000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.52,E,14.44,15429.21,15000.0,0.0,393.42,cannught
313996,26257946,2014,01/08/2014,8.0,RENT,Low,75000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,21.54,10640.42,10000.0,0.0,311.94,Northern-Irl
313998,26317941,2014,01/08/2014,10.0,MORTGAGE,Medium,110000,20000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,19.88,22345.76,20000.0,0.0,668.98,Northern-Irl
313999,26247873,2014,01/08/2014,1.0,RENT,Low,21000,3600, 36 months,INDIVIDUAL,other,High,Good Loan,17.57,D,1.43,2070.08,1371.09,0.0,129.38,Northern-Irl
314002,26287915,2014,01/08/2014,3.0,RENT,Medium,125000,12000, 36 months,INDIVIDUAL,medical,Low,Good Loan,12.49,B,12.94,6422.24,4786.53,0.0,401.39,leinster
314005,26307986,2014,01/08/2014,0.5,RENT,Low,24000,1000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,22.15,E,17.6,1041.231097,1000.0,0.0,38.27,cannught
314016,26247929,2014,01/08/2014,10.0,OWN,Low,33000,5000, 36 months,INDIVIDUAL,medical,Low,Good Loan,9.17,B,13.02,2550.4,2054.26,0.0,159.4,ulster
314017,26207963,2014,01/08/2014,10.0,MORTGAGE,Low,98000,30375, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,20.2,E,15.69,18111.2,11287.98,0.0,1131.95,Northern-Irl
314021,26177971,2014,01/08/2014,2.0,RENT,Low,70000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.24,D,17.18,11050.0,5192.91,0.0,638.11,leinster
314023,26327923,2014,01/08/2014,5.0,MORTGAGE,Low,49700,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,13.72,6677.77,5178.51,0.0,392.81,munster
314026,26367916,2014,01/08/2014,10.0,OWN,Low,100000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,7.28,7856.16,6063.92,0.0,491.01,leinster
314031,26387894,2014,01/08/2014,10.0,MORTGAGE,High,240000,35000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,13.55,37550.36,35000.0,0.0,869.66,munster
314032,26317895,2014,01/08/2014,10.0,MORTGAGE,Low,85000,5775, 36 months,INDIVIDUAL,other,High,Good Loan,23.43,F,21.97,3597.6,2081.65,0.0,224.85,munster
314038,26228034,2014,01/08/2014,6.05,MORTGAGE,Low,48250,22500, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,6.47,24550.66,22500.0,0.0,727.6,leinster
314040,26367956,2014,01/08/2014,3.0,RENT,Medium,112000,20000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,11.67,B,25.72,10578.24,8036.32,0.0,661.14,leinster
314043,26247872,2014,01/08/2014,10.0,RENT,Low,39000,15000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,21.35,7761.12,6109.44,0.0,485.07,Northern-Irl
314044,25266357,2014,01/08/2014,3.0,MORTGAGE,Medium,130000,24000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,25.8,G,28.33,11451.84,3766.68,0.0,715.74,ulster
314045,26397947,2014,01/08/2014,2.0,RENT,Low,36000,5400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.49,A,31.67,2647.84,2271.28,0.0,165.49,leinster
314047,26287938,2014,01/08/2014,8.0,MORTGAGE,Low,32000,9500, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,14.49,C,37.73,3923.52,2723.12,0.0,326.96,cannught
314049,25257453,2014,01/08/2014,10.0,MORTGAGE,Low,60000,17350, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,22.26,6693.44,3402.1,0.0,418.34,cannught
314052,25537096,2014,01/08/2014,6.0,MORTGAGE,Low,57000,2600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,14.61,1391.52,1037.12,0.0,86.97,leinster
314054,26367949,2014,01/08/2014,10.0,MORTGAGE,Low,100000,6000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,12.99,C,25.19,3234.24,2382.58,0.0,202.14,cannught
314056,26277862,2014,01/08/2014,2.0,RENT,Low,41000,11000, 60 months,INDIVIDUAL,other,High,Bad Loan,25.89,G,19.47,2263.33,184.58,1606.07,328.63,Northern-Irl
314065,26197891,2014,01/08/2014,3.0,RENT,Medium,104000,6000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.24,D,18.2,6662.81,6000.0,0.0,217.64,leinster
314076,26367912,2014,01/08/2014,10.0,MORTGAGE,Low,45000,6825, 36 months,INDIVIDUAL,other,High,Good Loan,15.61,D,2.96,6913.79,6825.0,0.0,238.64,cannught
314084,26088224,2014,01/08/2014,5.0,MORTGAGE,Low,70000,3600, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,13.94,1838.16,1479.1,0.0,114.77,leinster
314093,26167853,2014,01/08/2014,0.5,MORTGAGE,Low,38000,4000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,20.81,4264.24,4000.0,0.0,126.07,leinster
314101,18394317,2014,01/08/2014,6.0,RENT,Low,90000,16900, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,5.03,17029.15,16900.0,0.0,538.76,Northern-Irl
314109,26337804,2014,01/08/2014,10.0,MORTGAGE,Low,84000,5100, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.49,A,22.06,5242.95,5100.0,0.0,156.29,leinster
314112,26227893,2014,01/08/2014,2.0,MORTGAGE,Medium,157000,15000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,10.87,5581.92,3043.09,0.0,348.87,munster
314116,26207927,2014,01/08/2014,2.0,RENT,Low,18000,5325, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,18.99,E,30.0,3122.72,2001.42,0.0,195.17,ulster
314119,25667144,2014,01/08/2014,1.0,MORTGAGE,Medium,115000,15000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,11.47,4911.36,3408.57,0.0,306.96,Northern-Irl
314125,26327830,2014,01/08/2014,2.0,MORTGAGE,Low,80000,15000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,4.88,7651.04,6162.62,0.0,478.19,leinster
314126,26177858,2014,01/08/2014,0.5,RENT,Low,80000,35000, 36 months,INDIVIDUAL,car,Low,Good Loan,12.49,B,11.91,37390.94,35000.0,0.0,1170.71,cannught
314127,26237838,2014,01/08/2014,10.0,RENT,Low,54200,4000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.49,A,20.85,1961.28,1682.34,0.0,122.58,leinster
314130,26297833,2014,01/08/2014,7.0,MORTGAGE,Medium,180000,31000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,25.79,15812.0,12735.92,0.0,988.25,leinster
314138,26327819,2014,01/08/2014,6.05,RENT,Low,21636,7000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,8.99,3666.24,2829.86,0.0,229.14,leinster
314141,26407810,2014,01/08/2014,7.0,MORTGAGE,Low,90000,16800, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.03,A,13.52,17624.9,16800.0,0.0,511.32,Northern-Irl
314144,26307853,2014,01/08/2014,10.0,MORTGAGE,Medium,148250,14000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,17.59,6987.36,5826.88,0.0,436.71,Northern-Irl
314151,26327809,2014,01/08/2014,3.0,MORTGAGE,Low,42000,6000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,18.0,3280.16,2361.31,0.0,205.01,cannught
314152,26387793,2014,01/08/2014,10.0,MORTGAGE,Low,53200,15000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,21.86,8391.68,5816.37,0.0,524.48,leinster
314157,26217807,2014,01/08/2014,10.0,OWN,Low,59000,10000, 36 months,INDIVIDUAL,medical,High,Bad Loan,16.99,D,12.35,4706.48,2726.69,0.0,356.48,cannught
314158,24056342,2014,01/08/2014,10.0,OWN,Low,40000,10000, 60 months,INDIVIDUAL,credit_card,Low,Good Loan,11.67,B,29.28,3532.64,2127.57,0.0,220.79,cannught
314159,26187827,2014,01/08/2014,6.0,RENT,Low,68000,14000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,24.85,14735.3,14000.0,0.0,436.71,leinster
314162,26237813,2014,01/08/2014,10.0,RENT,Low,54000,11200, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,26.4,11850.5,11200.0,0.0,349.37,cannught
314165,25156199,2014,01/08/2014,10.0,MORTGAGE,Low,54000,5800, 36 months,INDIVIDUAL,home_improvement,High,Good Loan,15.61,D,3.27,3244.8,2249.02,0.0,202.8,munster
314169,26267855,2014,01/08/2014,10.0,MORTGAGE,Medium,116000,1000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.49,A,7.37,1063.6,1000.0,0.0,30.65,Northern-Irl
314180,26327823,2014,01/08/2014,6.05,RENT,Low,21228,4200, 36 months,INDIVIDUAL,moving,High,Good Loan,14.99,C,15.88,2329.28,1637.9,0.0,145.58,leinster
314181,26247809,2014,01/08/2014,10.0,RENT,Low,30000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,4.52,2618.72,2021.31,0.0,163.67,Northern-Irl
314188,26267858,2014,01/08/2014,0.5,RENT,Low,82000,6000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,7.69,A,3.14,6432.96,6000.0,0.0,187.17,Northern-Irl
314190,25187408,2014,01/08/2014,5.0,MORTGAGE,Low,50000,5600, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,8.39,A,10.71,2824.0,2316.63,0.0,176.5,Northern-Irl
314204,26407727,2014,01/08/2014,6.0,MORTGAGE,Low,58600,6000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,12.49,B,18.71,3211.2,2393.35,0.0,200.7,munster
314206,26167710,2014,01/08/2014,3.0,MORTGAGE,Low,56000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,23.43,F,31.57,3145.64,1802.37,0.0,194.68,munster
314209,26128347,2014,01/08/2014,10.0,MORTGAGE,Low,84000,20000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.99,B,24.48,6956.0,4314.0,0.0,434.75,cannught
314210,26167703,2014,01/08/2014,7.0,MORTGAGE,Low,77400,18075, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,29.89,9271.25,7425.97,0.0,576.22,munster
314213,26277708,2014,01/08/2014,10.0,MORTGAGE,Medium,120000,24000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,13.98,C,12.19,8931.04,4868.91,0.0,558.19,Northern-Irl
314214,26407769,2014,01/08/2014,0.5,RENT,Medium,190000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.99,C,12.88,7611.2,3973.0,0.0,475.7,ulster
314215,26297789,2014,01/08/2014,0.5,MORTGAGE,Low,45000,9925, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,14.99,C,17.97,4472.13,3084.91,0.0,344.01,Northern-Irl
314218,4455121,2014,01/08/2014,9.0,RENT,Low,57000,20500, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,20.99,E,21.01,3881.36,1445.4,0.0,554.48,ulster
314220,26397665,2014,01/08/2014,8.0,MORTGAGE,Medium,109000,12000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,13.34,6347.04,4821.9,0.0,396.69,ulster
314221,26267821,2014,01/08/2014,2.0,MORTGAGE,Medium,113000,3200, 36 months,INDIVIDUAL,major_purchase,Low,Good Loan,10.15,B,3.5,1655.84,1303.49,0.0,103.49,cannught
314222,24264724,2014,01/08/2014,3.0,OWN,Low,35000,10050, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,16.99,D,24.73,11891.49,10050.0,0.0,249.72,leinster
314227,26357744,2014,01/08/2014,3.0,MORTGAGE,Medium,155000,2000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.67,B,8.06,2103.52,2000.0,0.0,66.12,munster
314228,26237718,2014,01/08/2014,8.0,MORTGAGE,Medium,101000,14100, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,6.03,A,15.7,6866.4,5953.96,0.0,429.15,ulster
314232,26267738,2014,01/08/2014,8.0,MORTGAGE,Low,95000,5000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,13.86,2797.28,1938.85,0.0,174.83,cannught
314237,26237748,2014,01/08/2014,2.0,MORTGAGE,Low,38000,14000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,13.35,C,25.46,5136.96,2877.53,0.0,321.06,cannught
314239,26098469,2014,01/08/2014,7.0,MORTGAGE,Low,55000,18825, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,20.14,7262.4,3691.24,0.0,453.9,ulster
314240,26217738,2014,01/08/2014,10.0,RENT,Low,92633,35000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.99,B,20.42,18331.04,14149.15,0.0,1145.69,ulster
314241,25276670,2014,01/08/2014,5.0,OWN,Low,40000,7900, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,15.61,D,33.89,8919.15,7900.0,0.0,276.23,munster
314244,26347698,2014,01/08/2014,10.0,RENT,Medium,120000,6000, 36 months,INDIVIDUAL,car,High,Good Loan,16.99,D,21.09,3422.24,2297.27,0.0,213.89,Northern-Irl
314245,26197744,2014,01/08/2014,10.0,RENT,Low,38000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,11.5,5466.88,3935.46,0.0,341.68,ulster
314246,26177820,2014,01/08/2014,8.0,RENT,Low,42900,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,19.52,E,32.9,11386.16,10000.0,0.0,369.2,leinster
314247,26087473,2014,01/08/2014,3.0,MORTGAGE,Low,50000,25000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,25.8,G,20.09,29110.73,25000.0,0.0,745.56,cannught
314248,25968128,2014,01/08/2014,8.0,RENT,Medium,130000,8400, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.49,B,5.74,9510.22,8400.0,0.0,280.98,leinster
314253,26317746,2014,01/08/2014,10.0,MORTGAGE,Low,44000,15750, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.98,C,13.83,5861.12,3195.36,0.0,366.32,munster
314254,26407758,2014,01/08/2014,10.0,MORTGAGE,Low,32000,12375, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,18.99,E,25.66,1604.75,645.69,0.0,320.95,cannught
314255,26167724,2014,01/08/2014,10.0,RENT,Low,28000,3500, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,9.17,B,10.23,3759.01,3500.0,0.0,111.58,ulster
314256,26407754,2014,01/08/2014,2.0,RENT,Low,36480,3200, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,26.35,1736.91,1266.69,0.0,108.37,ulster
314258,26227723,2014,01/08/2014,8.0,MORTGAGE,Low,47000,14100, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,10.15,B,28.29,14219.27,14100.0,0.0,455.97,ulster
314260,25957295,2014,01/08/2014,10.0,MORTGAGE,Low,40000,11000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,24.36,5610.72,4519.21,0.0,350.67,Northern-Irl
314264,26177778,2014,01/08/2014,5.0,MORTGAGE,Low,90000,21000, 60 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,16.29,D,32.06,3967.18,460.82,2939.32,513.93,leinster
314266,17793243,2014,01/08/2014,2.0,OWN,Low,50000,20000, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,14.49,C,28.97,7527.52,4013.55,0.0,470.47,ulster
314267,25997851,2014,01/08/2014,10.0,MORTGAGE,Low,59727,28000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.99,E,21.0,16876.16,10328.36,0.0,1054.76,Northern-Irl
314268,26367773,2014,01/08/2014,10.0,MORTGAGE,Medium,110818,35000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,27.1,41467.69,35000.0,0.0,1257.8,munster
314269,26327728,2014,01/08/2014,2.0,MORTGAGE,Low,85850,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,4.68,8983.84,7491.8,0.0,561.49,cannught
314272,25967235,2014,01/08/2014,4.0,RENT,Low,66000,16000, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,10.15,B,25.34,8278.56,6516.77,0.0,517.41,munster
314275,26207789,2014,01/08/2014,1.0,MORTGAGE,Low,55000,13000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,15.4,6637.0,5340.91,0.0,414.43,ulster
314276,26357771,2014,01/08/2014,1.0,RENT,Medium,113000,35000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.99,C,10.03,36917.88,32211.09,0.0,1179.12,munster
314279,26397777,2014,01/08/2014,1.0,RENT,Low,100000,18000, 36 months,INDIVIDUAL,credit_card,Low,Bad Loan,10.99,B,17.65,5751.26,2161.07,2805.16,589.22,ulster
314280,26167694,2014,01/08/2014,0.5,RENT,Low,60000,17000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,15.61,D,9.06,9510.56,6591.88,0.0,594.41,ulster
314285,26277699,2014,01/08/2014,10.0,MORTGAGE,Low,99000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,9.17,B,30.93,9190.86,7395.17,0.0,573.83,leinster
314286,26317763,2014,01/08/2014,3.0,MORTGAGE,Low,72000,10000, 36 months,INDIVIDUAL,house,High,Good Loan,17.57,D,17.3,11193.57,10000.0,0.0,359.38,munster
314288,25948270,2014,01/08/2014,10.0,MORTGAGE,Low,51200,1500, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.35,C,28.95,1666.89,1500.0,0.0,50.8,leinster
314289,26108013,2014,01/08/2014,10.0,MORTGAGE,Low,82000,5000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,8.39,A,17.14,2521.44,2068.43,0.0,157.59,munster
314291,26347697,2014,01/08/2014,1.0,RENT,Low,42251,10325, 36 months,INDIVIDUAL,other,Low,Good Loan,12.49,B,10.26,11427.78,10325.0,0.0,345.36,Northern-Irl
314293,26347745,2014,01/08/2014,10.0,RENT,Low,40000,5600, 36 months,INDIVIDUAL,other,High,Good Loan,15.61,D,6.39,3132.96,2171.52,0.0,195.81,Northern-Irl
314300,26377678,2014,01/08/2014,10.0,MORTGAGE,Low,97000,19200, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,17.57,D,21.06,7729.28,3611.64,0.0,483.08,Northern-Irl
314301,26327737,2014,01/08/2014,1.0,RENT,Low,36000,3600, 36 months,INDIVIDUAL,credit_card,High,Bad Loan,17.57,D,24.37,3910.64,76.67,3781.26,129.38,leinster
314308,26357694,2014,01/08/2014,1.0,RENT,Low,63000,12000, 60 months,INDIVIDUAL,credit_card,High,Good Loan,19.52,E,11.7,5035.84,2164.67,0.0,314.74,ulster
314309,26267731,2014,01/08/2014,5.0,OWN,Low,93000,3000, 36 months,INDIVIDUAL,major_purchase,Low,Good Loan,11.67,B,17.17,1586.88,1205.6,0.0,99.18,cannught
314310,26197773,2014,01/08/2014,10.0,MORTGAGE,Medium,105000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,7.69,A,12.89,10396.74,10000.0,0.0,311.94,leinster
314311,26017802,2014,01/08/2014,10.0,MORTGAGE,Medium,180000,10000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,20.2,E,14.09,11673.81,10000.0,0.0,372.66,cannught
